CVE,Severity,Year,Month,Patches,Affected Versions,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_huawei
CVE-2020-0194,Medium,2021,2,Android Security Bulletins,,CWE-190,"In ihevcd_parse_slice_header of ihevcd_parse_slice_header.c, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-143826590",Android-10,2020-06-11T15:15:16.690,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Integer Overflow or Wraparound,2021-02-01
CVE-2020-0194,Medium,2021,2,Android Security Bulletins,,CWE-787,"In ihevcd_parse_slice_header of ihevcd_parse_slice_header.c, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-143826590",Android-10,2020-06-11T15:15:16.690,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2021-02-01
CVE-2019-13136,Medium,2021,2,Android Security Bulletins,,CWE-190,ImageMagick before 7.0.8-50 has an integer overflow vulnerability in the function TIFFSeekCustomStream in coders/tiff.c.,7.0.8,2019-07-01T20:15:11.417,2023-11-07T03:03:47.343,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2021-02-01
CVE-2020-0151,Medium,2021,2,Android Security Bulletins,,CWE-125,In avb_vbmeta_image_verify of avb_vbmeta_image.c there is a possible out of bounds read due to a missing bounds check. This could lead to a local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-133164384,Android-10,2020-06-11T15:15:13.723,2020-06-12T17:51:19.583,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0152,Medium,2021,2,Android Security Bulletins,,CWE-125,"In avb_vbmeta_image_verify of avb_vbmeta_image.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-145992159",Android-10,2020-06-11T15:15:13.787,2020-06-12T17:52:19.223,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0182,Medium,2021,2,Android Security Bulletins,,CWE-125,"In exif_entry_get_value of exif-entry.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-147140917",Android-10,2020-06-11T15:15:15.910,2020-07-06T16:01:54.693,cvssMetricV31,NETWORK,LOW,NONE,NONE,LOW,NONE,LOW,6.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0191,Medium,2021,2,Android Security Bulletins,,CWE-125,"In ih264d_update_default_index_list() of ih264d_dpb_mgr.c, there is a possible out of bounds read due to a logic error. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-140561484",Android-10,2020-06-11T15:15:16.487,2020-06-12T19:24:08.240,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0192,Medium,2021,2,Android Security Bulletins,,CWE-125,"In ih264d_decode_slice_thread of ih264d_thread_parse_decode.c, there is a possible out of bounds read due to improper input validation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-144687080",Android-10,2020-06-11T15:15:16.550,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0192,Medium,2021,2,Android Security Bulletins,,CWE-20,"In ih264d_decode_slice_thread of ih264d_thread_parse_decode.c, there is a possible out of bounds read due to improper input validation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-144687080",Android-10,2020-06-11T15:15:16.550,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Improper Input Validation,2021-02-01
CVE-2020-0193,Medium,2021,2,Android Security Bulletins,,CWE-125,"In ihevc_intra_pred_chroma_mode_3_to_9_av8 of ihevc_intra_pred_chroma_mode_3_to_9.s, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-144595488",Android-10,2020-06-11T15:15:16.630,2020-06-12T19:24:04.130,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0195,Medium,2021,2,Android Security Bulletins,,CWE-908,"In ihevcd_iquant_itrans_recon_ctb of ihevcd_iquant_itrans_recon_ctb.c and related functions, there is a possible information disclosure due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-144686961",Android-10,2020-06-11T15:15:16.753,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Use of Uninitialized Resource,2021-02-01
CVE-2020-0195,Medium,2021,2,Android Security Bulletins,,CWE-909,"In ihevcd_iquant_itrans_recon_ctb of ihevcd_iquant_itrans_recon_ctb.c and related functions, there is a possible information disclosure due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-144686961",Android-10,2020-06-11T15:15:16.753,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Missing Initialization of Resource,2021-02-01
CVE-2020-0207,Medium,2021,2,Android Security Bulletins,,CWE-125,"In next_marker of jdmarker.c, there is a possible out of bounds read due to improper input validation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-135532289",Android-10,2020-06-11T15:15:17.537,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0207,Medium,2021,2,Android Security Bulletins,,CWE-20,"In next_marker of jdmarker.c, there is a possible out of bounds read due to improper input validation. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-135532289",Android-10,2020-06-11T15:15:17.537,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Improper Input Validation,2021-02-01
CVE-2020-0181,Medium,2021,2,Android Security Bulletins,,CWE-190,"In exif_data_load_data_thumbnail of exif-data.c, there is a possible denial of service due to an integer overflow. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-145075076",Android-10,2020-06-11T15:15:15.847,2023-11-07T03:13:51.233,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Integer Overflow or Wraparound,2021-02-01
CVE-2020-0184,Medium,2021,2,Android Security Bulletins,,CWE-835,"In ihevcd_ref_list() of ihevcd_ref_list.c, there is a possible infinite loop due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141688974",Android-10,2020-06-11T15:15:16.050,2020-06-15T15:54:30.647,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Loop with Unreachable Exit Condition ('Infinite Loop'),2021-02-01
CVE-2020-0189,Medium,2021,2,Android Security Bulletins,,CWE-835,"In ihevcd_decode() of ihevcd_decode.c, there is possible resource exhaustion due to an infinite loop. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-139939283",Android-10,2020-06-11T15:15:16.363,2020-06-15T15:37:34.793,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Loop with Unreachable Exit Condition ('Infinite Loop'),2021-02-01
CVE-2020-0198,Medium,2021,2,Android Security Bulletins,,CWE-190,"In exif_data_load_data_content of exif-data.c, there is a possible UBSAN abort due to an integer overflow. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-146428941",Android-10,2020-06-11T15:15:16.940,2023-11-07T03:13:51.417,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Integer Overflow or Wraparound,2021-02-01
CVE-2019-9429,Medium,2021,2,Android Security Bulletins,,CWE-787,"In profman, there is a possible out of bounds write due to memory corruption. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-110035108",Android-10,2019-09-27T19:15:28.657,2019-10-03T16:53:38.710,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-02-01
CVE-2019-9438,Medium,2021,2,Android Security Bulletins,,NVD-CWE-noinfo,"In the Package Manager service, there is a possible information disclosure due to a confused deputy. This could lead to local disclosure of information about installed packages for other users with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-77821568",Android-10,2019-09-27T19:15:29.250,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,,2021-02-01
CVE-2019-9375,Medium,2021,2,Android Security Bulletins,,CWE-362,"In hostapd, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-129344244",Android-10,2019-09-27T19:15:24.953,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-02-01
CVE-2019-9375,Medium,2021,2,Android Security Bulletins,,CWE-787,"In hostapd, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-129344244",Android-10,2019-09-27T19:15:24.953,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,Out-of-bounds Write,2021-02-01
CVE-2019-9350,Medium,2021,2,Android Security Bulletins,,CWE-416,"In Keymaster, there is a possible EoP due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-129562815",Android-10,2019-09-27T19:15:23.310,2019-10-04T16:13:45.110,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-02-01
CVE-2019-9233,Medium,2021,2,Android Security Bulletins,,CWE-125,"In wpa_supplicant_8, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-122529021",Android-10,2019-09-27T19:15:17.217,2019-10-04T15:12:42.717,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2021-02-01
CVE-2019-9234,Medium,2021,2,Android Security Bulletins,,CWE-125,"In wpa_supplicant_8, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-122465453",Android-10,2019-09-27T19:15:17.280,2019-10-01T19:24:21.027,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2021-02-01
CVE-2019-9243,Medium,2021,2,Android Security Bulletins,,CWE-125,"In wpa_supplicant_8, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: AndroidVersions: Android-10Android ID: A-120905706",Android-10,2019-09-27T19:15:17.763,2019-10-03T19:30:42.970,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2021-02-01
CVE-2020-0066,Medium,2021,2,Android Security Bulletins,,CWE-362,"In the netlink driver, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-65025077",,2020-03-10T21:15:13.217,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-02-01
CVE-2020-0066,Medium,2021,2,Android Security Bulletins,,CWE-787,"In the netlink driver, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-65025077",,2020-03-10T21:15:13.217,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,Out-of-bounds Write,2021-02-01
CVE-2020-0083,Medium,2021,2,Android Security Bulletins,,NVD-CWE-noinfo,"In setRequirePmfInternal of sta_network.cpp, there is a possible default value being improperly applied due to a logic error. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-142797954",Android-10,2020-03-10T20:15:22.023,2020-03-11T14:40:01.957,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2021-02-01
CVE-2019-15211,Medium,2021,3,Android Security Bulletins,,CWE-416,An issue was discovered in the Linux kernel before 5.2.6. There is a use-after-free caused by a malicious USB device in the drivers/media/v4l2-core/v4l2-dev.c driver because drivers/media/radio/radio-raremono.c does not properly allocate memory.,5.2.6,2019-08-19T22:15:11.097,2023-11-09T14:44:33.733,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,Use After Free,2021-03-01
CVE-2019-15212,Medium,2021,3,Android Security Bulletins,,CWE-415,An issue was discovered in the Linux kernel before 5.1.8. There is a double-free caused by a malicious USB device in the drivers/usb/misc/rio500.c driver.,5.1.8,2019-08-19T22:15:11.177,2023-11-09T14:44:33.733,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,Double Free,2021-03-01
CVE-2019-15213,Medium,2021,3,Android Security Bulletins,,CWE-416,An issue was discovered in the Linux kernel before 5.2.3. There is a use-after-free caused by a malicious USB device in the drivers/media/usb/dvb-usb/dvb-usb-init.c driver.,5.2.3,2019-08-19T22:15:11.253,2023-11-09T14:44:33.733,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,Use After Free,2021-03-01
CVE-2019-15215,Medium,2021,3,Android Security Bulletins,,CWE-416,An issue was discovered in the Linux kernel before 5.2.6. There is a use-after-free caused by a malicious USB device in the drivers/media/usb/cpia2/cpia2_usb.c driver.,5.2.6,2019-08-19T22:15:11.410,2023-11-09T14:44:33.733,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,Use After Free,2021-03-01
CVE-2019-19525,Medium,2021,3,Android Security Bulletins,,CWE-416,"In the Linux kernel before 5.3.6, there is a use-after-free bug that can be caused by a malicious USB device in the drivers/net/ieee802154/atusb.c driver, aka CID-7fd25e6fc035.",5.3.6,2019-12-03T16:15:12.800,2022-10-31T14:52:05.717,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,Use After Free,2021-03-01
CVE-2019-14283,Medium,2021,3,Android Security Bulletins,,CWE-125,"In the Linux kernel before 5.2.3, set_geometry in drivers/block/floppy.c does not validate the sect and head fields, as demonstrated by an integer overflow and out-of-bounds read. It can be triggered by an unprivileged local user when a floppy disk has been inserted. NOTE: QEMU creates the floppy device by default.",5.2.3,2019-07-26T13:15:13.050,2019-08-11T23:15:12.780,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2019-14283,Medium,2021,3,Android Security Bulletins,,CWE-190,"In the Linux kernel before 5.2.3, set_geometry in drivers/block/floppy.c does not validate the sect and head fields, as demonstrated by an integer overflow and out-of-bounds read. It can be triggered by an unprivileged local user when a floppy disk has been inserted. NOTE: QEMU creates the floppy device by default.",5.2.3,2019-07-26T13:15:13.050,2019-08-11T23:15:12.780,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Integer Overflow or Wraparound,2021-03-01
CVE-2019-15090,Medium,2021,3,Android Security Bulletins,,CWE-125,"An issue was discovered in drivers/scsi/qedi/qedi_dbg.c in the Linux kernel before 5.1.12. In the qedi_dbg_* family of functions, there is an out-of-bounds read.",5.1.12,2019-08-16T00:15:11.333,2020-05-05T16:21:41.443,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2019-15505,Medium,2021,3,Android Security Bulletins,,CWE-125,drivers/media/usb/dvb-usb/technisat-usb2.c in the Linux kernel through 5.2.9 has an out-of-bounds read via crafted USB device traffic (which may be remote via usbip or usbredir).,5.2.9,2019-08-23T06:15:10.367,2023-11-07T03:05:29.420,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Read,2021-03-01
CVE-2019-13135,Medium,2021,3,Android Security Bulletins,,CWE-908,"ImageMagick before 7.0.8-50 has a ""use of uninitialized value"" vulnerability in the function ReadCUTImage in coders/cut.c.",7.0.8,2019-07-01T20:15:11.337,2023-11-07T03:03:47.243,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Use of Uninitialized Resource,2021-03-01
CVE-2020-0163,Medium,2021,3,Android Security Bulletins,,CWE-20,"In parseSampleAuxiliaryInformationSizes of MPEG4Extractor.cpp, there is possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-124525515",Android-10,2020-06-11T15:15:14.503,2020-06-11T16:36:45.393,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0162,Medium,2021,3,Android Security Bulletins,,CWE-20,"In parseSampleAuxiliaryInformationOffsets of MPEG4Extractor.cpp, there is possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-124526959",Android-10,2020-06-11T15:15:14.427,2020-06-11T16:36:52.393,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0160,Medium,2021,3,Android Security Bulletins,,CWE-20,"In setSyncSampleParams of SampleTable.cpp, there is possible resource exhaustion due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-124771364",Android-10,2020-06-11T15:15:14.287,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Improper Input Validation,2021-03-01
CVE-2020-0160,Medium,2021,3,Android Security Bulletins,,CWE-770,"In setSyncSampleParams of SampleTable.cpp, there is possible resource exhaustion due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-124771364",Android-10,2020-06-11T15:15:14.287,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Allocation of Resources Without Limits or Throttling,2021-03-01
CVE-2020-0161,Medium,2021,3,Android Security Bulletins,,CWE-20,"In parseChunk of MPEG4Extractor.cpp, there is possible resource exhaustion due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-127973550",Android-10,2020-06-11T15:15:14.363,2020-06-12T17:50:39.143,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,Improper Input Validation,2021-03-01
CVE-2020-0212,Medium,2021,3,Android Security Bulletins,,CWE-125,"In _onBufferDestroyed of InputBufferManager.cpp, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-135140854",Android-10,2020-06-11T15:15:17.957,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2020-0212,Medium,2021,3,Android Security Bulletins,,CWE-416,"In _onBufferDestroyed of InputBufferManager.cpp, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-135140854",Android-10,2020-06-11T15:15:17.957,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Use After Free,2021-03-01
CVE-2020-0199,Medium,2021,3,Android Security Bulletins,,CWE-362,"In TimeCheck::TimeCheckThread::threadLoop of TimeCheck.cpp, there is a possible use-after-free due to a race condition. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-142142406",Android-10,2020-06-11T15:15:17.003,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,NONE,NONE,4.1,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-03-01
CVE-2020-0199,Medium,2021,3,Android Security Bulletins,,CWE-416,"In TimeCheck::TimeCheckThread::threadLoop of TimeCheck.cpp, there is a possible use-after-free due to a race condition. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-142142406",Android-10,2020-06-11T15:15:17.003,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,NONE,NONE,4.1,MEDIUM,Use After Free,2021-03-01
CVE-2020-0141,Medium,2021,3,Android Security Bulletins,,CWE-362,"In OutputBuffersArray::realloc of CCodecBuffers.cpp, there is a possible heap disclosure due to a race condition. This could lead to remote information disclosure with System execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-142544793",Android-10,2020-06-11T15:15:13.067,2021-07-21T11:39:23.747,cvssMetricV31,NETWORK,HIGH,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-03-01
CVE-2020-0180,Medium,2021,3,Android Security Bulletins,,CWE-125,"In GetOpusHeaderBuffers() of OpusHeader.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-142861738",Android-10,2020-06-11T15:15:15.770,2020-06-12T19:23:53.693,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-03-01
CVE-2020-0134,Medium,2021,3,Android Security Bulletins,,CWE-909,"In BnDrm::onTransact of IDrm.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-146052771",Android-10,2020-06-11T15:15:12.613,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource,2021-03-01
CVE-2020-0137,Medium,2021,3,Android Security Bulletins,,CWE-862,"In setIPv6AddrGenMode of NetworkManagementService.java, there is a possible bypass of networking permissions due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-141920289",Android-10,2020-06-11T15:15:12.817,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2021-03-01
CVE-2020-0178,Medium,2021,3,Android Security Bulletins,,CWE-862,"In getAllConfigFlags of SettingsProvider.cpp, there is a possible illegal read due to a missing permission check. This could lead to local information disclosure of config flags with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-143299398",Android-10,2020-06-11T15:15:15.503,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Authorization,2021-03-01
CVE-2020-0183,Medium,2021,3,Android Security Bulletins,,CWE-459,"In handleMessage of BluetoothManagerService, there is an incomplete reset. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-110181479",Android-10,2020-06-11T15:15:15.973,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Incomplete Cleanup,2021-03-01
CVE-2020-0136,Medium,2021,3,Android Security Bulletins,,CWE-190,"In multiple locations of Parcel.cpp, there is a possible out-of-bounds write due to an integer overflow. This could lead to local escalation of privilege in the system server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-120078455",Android-10,2020-06-11T15:15:12.737,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2021-03-01
CVE-2020-0136,Medium,2021,3,Android Security Bulletins,,CWE-787,"In multiple locations of Parcel.cpp, there is a possible out-of-bounds write due to an integer overflow. This could lead to local escalation of privilege in the system server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-120078455",Android-10,2020-06-11T15:15:12.737,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-03-01
