CVE,Year,Month,Patches,Affected Versions,Date_huawei,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2018-5268,2019,2,Android Security Bulletins,,2019-02-01,1233,2019,02,2/1/19,,A-78029634,,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In OpenCV 3.3.1, a heap-based buffer overflow happens in cv::Jpeg2KDecoder::readComponent8u in modules/imgcodecs/src/grfmt_jpeg2000.cpp when parsing a crafted image file.",3.3.1,2018-01-08T05:29:00.320,2021-11-30T18:55:35.257,CWE-787,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2019-02-01
CVE-2018-5269,2019,2,Android Security Bulletins,,2019-02-01,1234,2019,02,2/1/19,,A-78029727,,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In OpenCV 3.3.1, an assertion failure happens in cv::RBaseStream::setPos in modules/imgcodecs/src/bitstrm.cpp because of an incorrect integer cast.",3.3.1,2018-01-08T05:29:00.367,2021-11-30T18:55:40.083,CWE-617,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM,Reachable Assertion,2019-02-01
CVE-2018-5839,2019,2,Android Security Bulletins,,2019-02-01,1269,2019,02,2/5/19,,A-112279544,,,High,,Closed-source component,,"Improperly configured memory protection allows read/write access to modem image from HLOS kernel in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in versions MDM9150, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9650, MDM9655, MSM8996AU, QCS605, SD 636, SD 675, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM630, SDM660, SDX20, SXR1130.",,2019-02-25T22:29:02.900,2019-10-03T00:03:26.223,CWE-269,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,NONE,7.1,HIGH,Improper Privilege Management,2019-02-01
CVE-2018-6267,2019,2,Android Security Bulletins,,2019-02-01,1249,2019,02,2/5/19,,A-70857947,,EoP,High,,libnvomx,,"NVIDIA Tegra OpenMax driver (libnvomx) contains a vulnerability in which the software does not validate or incorrectly validates input that can affect the control flow or data flow of a program, which may lead to denial of service or escalation of privileges. Android ID: A-70857947.",,2019-02-13T22:29:00.253,2019-10-03T00:03:26.223,CWE-20,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-02-01
CVE-2018-6268,2019,2,Android Security Bulletins,,2019-02-01,1250,2019,02,2/5/19,,A-80433161,,EoP,High,,libnvomx,,"NVIDIA Tegra library contains a vulnerability in libnvmmlite_video.so, where referencing memory after it has been freed may lead to denial of service or possible escalation of privileges. Android ID: A-80433161.",,2019-02-13T22:29:00.300,2019-04-02T18:30:20.537,CWE-416,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01
CVE-2018-11275,2019,2,Android Security Bulletins,,2019-02-01,1254,2019,02,2/5/19,,"A-74409078,,QC-CR#2221256","https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=648fdd3ddcc01161abbf7a21fcd11eda13cc5226,https://source.codeaurora.org/quic/la/abl/tianocore/edk2/commit/?id=bf0261ab128f28763258c620bc95ca379a286b59",,High,,Bootloader,,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, when flashing image using FastbootLib if size is not divisible by block size, information leak occurs.",,2018-09-18T18:29:01.867,2019-03-05T13:29:09.727,CWE-200,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2019-02-01
CVE-2018-11280,2019,2,Android Security Bulletins,,2019-02-01,1253,2019,02,2/5/19,,"A-109741776,,QC-CR#2185061",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=bd3627dae5f1a34e0284cfe167f61273ecc2f386,,High,,Modem,,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, while processing user-space there is no size validation of the NAT entry input. If the user input size of the NAT entry is greater than the max allowed size, memory exhaustion will occur.",,2018-09-18T18:29:02.427,2019-03-05T13:33:31.997,CWE-20,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2019-02-01
CVE-2018-11931,2019,2,Android Security Bulletins,,2019-02-01,1265,2019,02,2/5/19,,A-112279521,,,High,,Closed-source component,,"Improper access to HLOS is possible while transferring memory to CPZ in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music in versions MDM9150, MDM9206, MDM9607, MDM9650, MSM8996AU, QCS605, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 636, SD 650/52, SD 675, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 8CX, SDA660, SDM439, SDM630, SDM660, Snapdragon_High_Med_2016, SXR1130.",,2019-02-25T22:29:02.510,2019-02-27T20:02:15.590,CWE-20,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-02-01
CVE-2018-11932,2019,2,Android Security Bulletins,,2019-02-01,1266,2019,02,2/5/19,,A-112279426,,,High,,Closed-source component,,"Improper input validation can lead RW access to secure subsystem from HLOS in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in versions MDM9650, MDM9655, MSM8996AU, QCS605, SD 410/12, SD 615/16/SD 415, SD 675, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 8CX, SXR1130.",,2019-02-25T22:29:02.540,2019-02-26T18:36:51.567,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL,Improper Input Validation,2019-02-01
CVE-2018-11935,2019,2,Android Security Bulletins,,2019-02-01,1267,2019,02,2/5/19,,A-112279483,,,High,,Closed-source component,,"Improper input validation might result in incorrect app id returned to the caller Instead of returning failure in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in versions MDM9607, MDM9650, MDM9655, MSM8996AU, QCS605, SD 210/SD 212/SD 205, SD 410/12, SD 615/16/SD 415, SD 636, SD 675, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 8CX, SDA660, SDM630, SDM660, SXR1130.",,2019-02-25T22:29:02.587,2019-02-26T18:34:01.953,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,Improper Input Validation,2019-02-01
CVE-2018-13900,2019,2,Android Security Bulletins,,2019-02-01,1255,2019,02,2/5/19,,"A-119052051,,QC-CR#2287499",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=c8ca0610474488ddff578a8338818fe69e7d4a14,,High,,Modem,,"Use-after-free vulnerability will occur as there is no protection for the route table`s rule in IPA driver in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in versions MDM9150, MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCS605, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 636, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24.",,2019-02-25T22:29:02.713,2019-02-27T15:32:03.803,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01
CVE-2018-13904,2019,2,Android Security Bulletins,,2019-02-01,1270,2019,02,2/5/19,,A-119050566,,,High,,Closed-source component,,"Improper input validation in SCM handler to access storage in TZ can lead to unauthorized access in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in versions MDM9206, MDM9607, MDM9650, MDM9655, QCS605, SD 410/12, SD 675, SD 712 / SD 710 / SD 670, SD 8CX, SXR1130.",,2019-02-25T22:29:02.743,2019-02-26T18:14:32.593,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Input Validation,2019-02-01
CVE-2018-13905,2019,2,Android Security Bulletins,,2019-02-01,1256,2019,02,2/5/19,,"A-119052050,,QC-CR#2225202",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=d87585164cef055f8b220f77c58cf7159e176e29,,High,,Graphics,,"KGSL syncsource lock not handled properly during syncsource cleanup can lead to use after free issue in Snapdragon Auto, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables in MDM9206, MDM9607, MDM9650, MSM8909W, QCS605, SD 210/SD 212/SD 205, SD 439 / SD 429, SD 712 / SD 710 / SD 670, SD 820A, SD 845 / SD 850, SD 855, SDM439, SDM660, SDX24.",,2019-02-25T22:29:02.777,2019-02-27T15:30:17.207,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01
CVE-2019-1985,2019,2,Android Security Bulletins,,2019-02-01,1321,2019,03,3/1/19,,A-118694079*,,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0",,,"In findAvailSpellCheckerLocked of TextServicesManagerService.java, there is a possible way to bypass the warning dialog when selecting an untrusted spell checker due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0Android ID: A-118694079","Android-7, Android-7, Android-7, Android-8",2019-06-19T20:15:10.943,2020-08-24T17:37:01.140,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2019-03-01
CVE-2019-1985,2019,3,Android Security Bulletins,,2019-03-01,1321,2019,03,3/1/19,,A-118694079*,,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0",,,"In findAvailSpellCheckerLocked of TextServicesManagerService.java, there is a possible way to bypass the warning dialog when selecting an untrusted spell checker due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0Android ID: A-118694079","Android-7, Android-7, Android-7, Android-8",2019-06-19T20:15:10.943,2020-08-24T17:37:01.140,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2019-03-01
CVE-2019-1993,2019,2,Android Security Bulletins,,2019-02-01,1238,2019,02,2/1/19,,A-119819889,https://android.googlesource.com/platform/frameworks/base/+/b5dee1bafd5648fd9210b4cba5e23b0665f9add5,EoP,High,"8.0, 8.1, 9",,,"In register_app of btif_hd.cc, there is a possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-119819889.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.770,2021-07-21T11:39:23.747,CWE-190,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2019-02-01
CVE-2019-1993,2019,2,Android Security Bulletins,,2019-02-01,1238,2019,02,2/1/19,,A-119819889,https://android.googlesource.com/platform/frameworks/base/+/b5dee1bafd5648fd9210b4cba5e23b0665f9add5,EoP,High,"8.0, 8.1, 9",,,"In register_app of btif_hd.cc, there is a possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-119819889.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.770,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-02-01
CVE-2019-1993,2019,2,Android Security Bulletins,,2019-02-01,1238,2019,02,2/1/19,,A-119819889,https://android.googlesource.com/platform/frameworks/base/+/b5dee1bafd5648fd9210b4cba5e23b0665f9add5,EoP,High,"8.0, 8.1, 9",,,"In register_app of btif_hd.cc, there is a possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-119819889.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.770,2021-07-21T11:39:23.747,CWE-190,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2019-02-01
CVE-2019-1993,2019,2,Android Security Bulletins,,2019-02-01,1238,2019,02,2/1/19,,A-119819889,https://android.googlesource.com/platform/frameworks/base/+/b5dee1bafd5648fd9210b4cba5e23b0665f9add5,EoP,High,"8.0, 8.1, 9",,,"In register_app of btif_hd.cc, there is a possible memory corruption due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-119819889.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.770,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-02-01
CVE-2019-1994,2019,2,Android Security Bulletins,,2019-02-01,1239,2019,02,2/1/19,,A-117770924,https://android.googlesource.com/platform/packages/apps/Settings/+/bd363f4925206b6256bb60d70b998f0d54efe7cc,EoP,High,"8.0, 8.1, 9",,,"In refresh of DevelopmentTiles.java, there is the possibility of leaving development settings accessible due to an insecure default value. This could lead to unwanted access to development settings, with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-117770924.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.817,2020-08-24T17:37:01.140,CWE-1188,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Initialization of a Resource with an Insecure Default,2019-02-01
CVE-2019-1995,2019,2,Android Security Bulletins,,2019-02-01,1240,2019,02,2/1/19,,A-32589229,"https://android.googlesource.com/platform/packages/apps/Email/+/b541ef378df154f30cd1d18408354eff6004b9ef,https://android.googlesource.com/platform/packages/apps/UnifiedEmail/+/5a0b253c8797bf1c0b8dca73128e60cd1f823a6d",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In ComposeActivityEmail of ComposeActivityEmail.java, there is a possible way to silently attach files to an email due to a confused deputy. This could lead to local information disclosure, sending files accessible to AOSP Mail to a remote email recipient, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-32589229.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-02-28T17:29:00.867,2021-07-21T11:39:23.747,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2019-02-01
CVE-2019-1996,2019,2,Android Security Bulletins,,2019-02-01,1241,2019,02,2/1/19,,A-111451066,https://android.googlesource.com/platform/system/bt/+/525bdbd6e1295ed8a081d2ae87105c64d6f1ac4f,ID,High,"8.0, 8.1, 9",,,"In avrc_pars_browse_rsp of avrc_pars_ct.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-111451066.","Android-8, Android-8, Android-9",2019-02-28T17:29:00.897,2019-03-01T16:48:33.697,CWE-125,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2019-02-01
CVE-2019-1997,2019,2,Android Security Bulletins,,2019-02-01,1242,2019,02,2/1/19,,A-117508900,https://android.googlesource.com/platform/external/wpa_supplicant_8/+/d87989c5020e346322f2f9037e2ef58f41e4969a,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In random_get_bytes of random.c, there is a possible degradation of randomness due to an insecure default value. This could lead to local information disclosure via an insecure wireless connection with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-117508900.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-02-28T17:29:00.943,2019-03-01T16:21:37.117,CWE-330,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Use of Insufficiently Random Values,2019-02-01
CVE-2019-1998,2019,2,Android Security Bulletins,,2019-02-01,1243,2019,02,2/1/19,,A-116055338,"https://android.googlesource.com/platform/external/nos/host/android/+/877a6e05bb08353a4f806ad4d3c9cf6f1c3fb097,https://android.googlesource.com/platform/system/security/+/f8feed620bd607427ded702cce91bb0eb749bc6a",DoS,High,9,,,"In event_handler of keymaster_app.c, there is possible resource exhaustion due to a table being lost on reboot. This could lead to local denial of service that is not fixed by a factory reset, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-116055338.",Android-9,2019-02-28T17:29:00.960,2020-08-24T17:37:01.140,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,,2019-02-01
CVE-2019-2001,2019,2,Android Security Bulletins,,2019-02-01,1247,2019,02,2/5/19,,A-117422211,,ID,High,,iomem,,The permissions on /proc/iomem were world-readable. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-117422211.,,2019-02-28T17:29:01.067,2021-07-21T11:39:23.747,CWE-732,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Incorrect Permission Assignment for Critical Resource,2019-02-01
CVE-2017-18009,2019,2,Android Security Bulletins,,2019-02-01,1235,2019,02,2/1/19,,A-78026242,,ID,Moderate,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In OpenCV 3.3.1, a heap-based buffer over-read exists in the function cv::HdrDecoder::checkSignature in modules/imgcodecs/src/grfmt_hdr.cpp.",3.3.1,2018-01-01T08:29:00.283,2019-10-03T00:03:26.223,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2019-02-01
CVE-2019-1989,2019,3,Android Security Bulletins,,2019-03-01,1325,2019,03,3/1/19,,A-118399205,https://android.googlesource.com/platform/external/libavc/+/a9915afb5575c29946fcd75fd2336c59f09a21f1,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In ih264d_fmt_conv_420sp_to_420p of ih264d_format_conv.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-118399205","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T20:15:11.007,2019-06-21T03:01:18.413,CWE-787,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2019-03-01
CVE-2019-1990,2019,3,Android Security Bulletins,,2019-03-01,1326,2019,03,3/1/19,,A-118453553,https://android.googlesource.com/platform/external/libhevc/+/fc3cacf7252a0e578725148c25863a9d9eda297e,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In ihevcd_fmt_conv_420sp_to_420p of ihevcd_fmt_conv.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-118453553","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T20:15:11.067,2019-06-21T02:31:31.627,CWE-787,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2019-03-01
CVE-2019-2009,2019,3,Android Security Bulletins,,2019-03-01,1330,2019,03,3/1/19,,A-120665616,https://android.googlesource.com/platform/system/bt/+/488aa8befd5bdffed6cfca7a399d2266ffd201fb,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In l2c_lcc_proc_pdu of l2c_fcr.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-120665616","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T20:15:11.380,2019-06-21T02:16:45.757,CWE-787,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2019-03-01
CVE-2018-9561,2019,3,Android Security Bulletins,,2019-03-01,1340,2019,03,3/1/19,,A-111660010,"https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a,https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In llcp_util_parse_connect of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-111660010","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T21:15:10.073,2019-06-20T19:53:20.787,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2019-03-01
CVE-2018-9563,2019,3,Android Security Bulletins,,2019-03-01,1341,2019,03,3/1/19,,A-114237888,"https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a,https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In llcp_util_parse_cc of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-114237888","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T21:15:10.150,2019-06-20T19:29:46.900,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2019-03-01
CVE-2018-9564,2019,3,Android Security Bulletins,,2019-03-01,1342,2019,03,3/1/19,,A-114238578,"https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a,https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In llcp_util_parse_link_params of llcp_util.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9Android ID: A-114238578","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-06-19T21:15:10.213,2019-06-20T19:17:25.263,CWE-125,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2019-03-01
CVE-2018-10879,2019,3,Android Security Bulletins,,2019-03-01,1244,2019,02,2/5/19,,"A-116406063,",https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=513f86d73855ce556ea9522b6bfd79f87356dc3a,EoP,High,,ext4 filesystem,,A flaw was found in the Linux kernel's ext4 filesystem. A local user can cause a use-after-free in ext4_xattr_set_entry function and a denial of service or unspecified other impact may occur by renaming a file in a crafted ext4 filesystem image.,,2018-07-26T18:29:00.370,2023-02-13T04:51:35.890,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01
CVE-2018-10879,2019,3,Android Security Bulletins,,2019-03-01,1244,2019,02,2/5/19,,"A-116406063,",https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=513f86d73855ce556ea9522b6bfd79f87356dc3a,EoP,High,,ext4 filesystem,,A flaw was found in the Linux kernel's ext4 filesystem. A local user can cause a use-after-free in ext4_xattr_set_entry function and a denial of service or unspecified other impact may occur by renaming a file in a crafted ext4 filesystem image.,,2018-07-26T18:29:00.370,2023-02-13T04:51:35.890,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01
CVE-2018-10883,2019,3,Android Security Bulletins,,2019-03-01,1348,2019,03,3/5/19,,"A-117311198,","https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=8bc1379b82b8e809eef77a9fedbb75c6c297be19,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=e09463f220ca9a1a1ecfda84fcda658f99a1f12a",EoP,High,,ext4 filesystem,,"A flaw was found in the Linux kernel's ext4 filesystem. A local user can cause an out-of-bounds write in jbd2_journal_dirty_metadata(), a denial of service, and a system crash by mounting and operating on a crafted ext4 filesystem image.",,2018-07-30T16:29:00.220,2023-02-12T23:31:42.003,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2019-03-01
