ID,CVE,descrip,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
2276,CVE-2020-0099,"In addWindow of WindowManagerService.java, there is a possible window overlay attack due to an insecure default value. This could lead to local escalation of privilege via tapjacking with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-141745510",20-Dec,NULL,2020-12-14T22:15:13.597,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-1188,"The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure. "
2279,CVE-2020-0440,"In createVirtualDisplay of DisplayManagerService.java, there is a possible way to create a trusted virtual display due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-162627132",20-Dec,NULL,2020-12-14T22:15:13.707,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
1386,CVE-2020-0444,"In audit_free_lsm_field of auditfilter.c, there is a possible bad kfree due to a logic error in audit_data_to_entry. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-150693166References: Upstream kernel",21-Jan,NULL,2020-12-14T22:15:13.770,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-763,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly. "
2275,CVE-2020-0458,"In SPDIFEncoder::writeBurstBufferBytes and related methods of SPDIFEncoder.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-8.0 Android-8.1Android ID: A-160265164",20-Dec,NULL,2020-12-14T22:15:13.940,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,"CWE-190,CWE-787","The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. ,The product writes data past the end, or before the beginning, of the intended buffer. "
2280,CVE-2020-0459,"In sendConfiguredNetworkChangedBroadcast of WifiConfigManager.java, there is a possible leak of sensitive WiFi configuration data due to a missing permission check. This could lead to local information disclosure of WiFi network names with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-8.0Android ID: A-159373687",20-Dec,NULL,2020-12-14T22:15:14.003,2021-07-21T11:39:23.747,LOW,LOW,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
2281,CVE-2020-0460,"In createNameCredentialDialog of CertInstaller.java, there exists the possibility of improperly installed certificates due to a logic error. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-163413737",20-Dec,NULL,2020-12-14T22:15:14.050,2021-07-21T11:39:23.747,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-287,"When an actor claims to have a given identity, the product does not prove or insufficiently proves that the claim is correct. "
2282,CVE-2020-0463,"In sdp_server_handle_client_req of sdp_server.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure from the bluetooth server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.0 Android-8.1 Android-9Android ID: A-169342531",20-Dec,NULL,2020-12-14T22:15:14.113,2020-12-15T17:43:01.607,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2283,CVE-2020-0464,"In resolv_cache_lookup of res_cache.cpp, there is a possible side channel information disclosure. This could lead to local information disclosure of accessed web resources with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-150371903",20-Dec,NULL,2020-12-14T22:15:14.177,2020-12-15T17:33:13.643,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-203,"The product behaves differently or sends different responses under different circumstances in a way that is observable to an unauthorized actor, which exposes security-relevant information about the state of the product, such as whether a particular operation was successful or not. "
1387,CVE-2020-0465,"In various methods of hid-multitouch.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-162844689References: Upstream kernel",21-Jan,NULL,2020-12-14T22:15:14.223,2021-03-08T16:23:42.677,MEDIUM,HIGH,HIGH,HIGH,NONE,PHYSICAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1388,CVE-2020-0466,"In do_epoll_ctl and ep_loop_check_proc of eventpoll.c, there is a possible use after free due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-147802478References: Upstream kernel",21-Jan,NULL,2020-12-14T22:15:14.287,2020-12-15T17:29:34.670,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2284,CVE-2020-0467,"In onUserStopped of Vpn.java, there is a possible resetting of user preferences due to a logic issue. This could lead to local information disclosure of secure network traffic over a non-VPN link with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-168500792",20-Dec,NULL,2020-12-14T22:15:14.333,2021-07-21T11:39:23.747,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-404,The product does not release or incorrectly releases a resource before it is made available for re-use. 
2285,CVE-2020-0468,"In listen() and related functions of TelephonyRegistry.java, there is a possible permissions bypass of location permissions due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-158484422",20-Dec,NULL,2020-12-14T22:15:14.397,2021-07-21T11:39:23.747,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
2286,CVE-2020-0469,"In addEscrowToken of LockSettingsService.java, there is a possible loss of the synthetic password due to logic error. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-168692734",20-Dec,NULL,2020-12-14T22:15:14.440,2020-12-15T19:22:01.773,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2287,CVE-2020-0470,"In extend_frame_highbd of restoration.c, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-10Android ID: A-166268541",20-Dec,NULL,2020-12-14T22:15:14.503,2020-12-15T19:10:28.730,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
865,CVE-2020-0368,"In queryInternal of CallLogProvider.java, there is a possible permission bypass due to improper input validation. This could lead to local information disclosure of voicemail metadata with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-143230980",22-Jan,NULL,2020-12-15T16:15:13.010,2022-08-06T03:54:02.283,LOW,LOW,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1356,CVE-2020-0368,"In queryInternal of CallLogProvider.java, there is a possible permission bypass due to improper input validation. This could lead to local information disclosure of voicemail metadata with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-143230980",21-Jan,NULL,2020-12-15T16:15:13.010,2022-08-06T03:54:02.283,LOW,LOW,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1644,CVE-2020-0368,"In queryInternal of CallLogProvider.java, there is a possible permission bypass due to improper input validation. This could lead to local information disclosure of voicemail metadata with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-143230980",21-Aug,NULL,2020-12-15T16:15:13.010,2022-08-06T03:54:02.283,LOW,LOW,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1161,CVE-2020-0500,"In startInputUncheckedLocked of InputMethodManager.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154913391",22-Sep,NULL,2020-12-15T16:15:14.713,2021-07-21T11:39:23.747,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
1358,CVE-2020-27021,"In avrc_ctrl_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-168712245",21-Jan,NULL,2020-12-15T16:15:14.930,2020-12-15T20:53:14.287,MEDIUM,HIGH,NONE,NONE,HIGH,LOCAL,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
318,CVE-2020-27059,"In onAuthenticated of AuthenticationClient.java, there is a possible tapjacking attack when requesting the user's fingerprint due to an overlaid window. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.0, Android-8.1, Android-9, Android-10, 11; Android ID: A-159249069.",23-Feb,NULL,2021-01-11T21:15:13.250,2021-07-21T11:39:23.747,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
1357,CVE-2020-0471,"In reassemble_and_dispatch of packet_fragmenter.cc, there is a possible way to inject packets into an encrypted Bluetooth connection due to improper input validation. This could lead to remote escalation of privilege between two Bluetooth devices by a proximal attacker, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-8.0, Android-8.1, Android-9, Android-10, Android-11; Android ID: A-169327567.",21-Jan,NULL,2021-01-11T22:15:12.813,2021-07-21T11:39:23.747,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1441,CVE-2021-0301,"In ged, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android SoC; Android ID: A-172514667.",21-Feb,NULL,2021-01-11T22:15:12.893,2021-01-13T18:28:49.497,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1359,CVE-2021-0303,"In dispatchGraphTerminationMessage() of packages/services/Car/computepipe/runner/graph/StreamSetObserver.cpp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170407229.",21-Jan,NULL,2021-01-11T22:15:12.987,2021-01-13T15:23:00.173,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,"CWE-362,CWE-416","The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1360,CVE-2021-0304,"In several functions of GlobalScreenshot.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure of the user's contacts with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-8.0, Android-8.1, Android-9; Android ID: A-162738636.",21-Jan,NULL,2021-01-11T22:15:13.033,2022-07-12T17:42:04.277,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors. 
1547,CVE-2021-0304,"In several functions of GlobalScreenshot.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure of the user's contacts with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-8.0, Android-8.1, Android-9; Android ID: A-162738636.",21-Jun,NULL,2021-01-11T22:15:13.033,2022-07-12T17:42:04.277,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors. 
1362,CVE-2021-0306,"In addAllPermissions of PermissionManagerService.java, there is a possible permissions bypass when upgrading major Android versions which allows an app to gain the android.permission.ACTIVITY_RECOGNITION permission without user confirmation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11, Android-8.0, Android-8.1, Android-9, Android-10; Android ID: A-154505240.",21-Jan,NULL,2021-01-11T22:15:13.080,2021-01-13T15:16:12.097,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-269,"The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor. "
1363,CVE-2021-0307,"In updatePermissionSourcePackage of PermissionManagerService.java, there is a possible automatic runtime permission grant due to a confused deputy. This could lead to local escalation of privilege allowing a malicious app to silently gain access to a dangerous permission with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-11; Android ID: A-155648771.",21-Jan,NULL,2021-01-11T22:15:13.127,2021-01-13T15:24:43.683,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,
1364,CVE-2021-0308,"In ReadLogicalParts of basicmbr.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-8.1, Android-9, Android-10, Android-11, Android-8.0; Android ID: A-158063095.",21-Jan,NULL,2021-01-11T22:15:13.173,2022-02-09T17:02:53.453,MEDIUM,HIGH,HIGH,HIGH,NONE,PHYSICAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1365,CVE-2021-0309,"In onCreate of grantCredentialsPermissionActivity, there is a confused deputy. This could lead to local information disclosure and account access with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.1, Android-9, Android-10, Android-11, Android-8.0; Android ID: A-158480899.",21-Jan,NULL,2021-01-11T22:15:13.220,2021-01-13T15:27:07.053,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,
1366,CVE-2021-0310,"In LazyServiceRegistrar of LazyServiceRegistrar.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-170212632.",21-Jan,NULL,2021-01-11T22:15:13.267,2021-01-13T15:31:20.270,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1367,CVE-2021-0311,"In ElementaryStreamQueue::dequeueAccessUnitH264() of ESQueue.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-9, Android-10, Android-11, Android-8.0, Android-8.1; Android ID: A-170240631.",21-Jan,NULL,2021-01-11T22:15:13.313,2021-01-13T15:43:01.037,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1368,CVE-2021-0312,"In WAVSource::read of WAVExtractor.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.1, Android-9, Android-10, Android-11, Android-8.0; Android ID: A-170583712.",21-Jan,NULL,2021-01-11T22:15:13.360,2021-01-13T15:56:37.103,MEDIUM,HIGH,NONE,NONE,NONE,NETWORK,LOW,REQUIRED,"CWE-190,CWE-787","The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. ,The product writes data past the end, or before the beginning, of the intended buffer. "
1352,CVE-2021-0313,"In isWordBreakAfter of LayoutUtils.cpp, there is a possible way to slow or crash a TextView due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-10, Android-11, Android-8.0, Android-8.1; Android ID: A-170968514.",21-Jan,NULL,2021-01-11T22:15:13.407,2021-01-13T16:44:34.940,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1369,CVE-2021-0315,"In onCreate of GrantCredentialsPermissionActivity.java, there is a possible way to convince the user to grant an app access to an account due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.1, Android-9, Android-10, Android-11, Android-8.0; Android ID: A-169763814.",21-Jan,NULL,2021-01-11T22:15:13.457,2021-01-13T16:44:42.973,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
1353,CVE-2021-0316,"In avrc_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11, Android-8.0, Android-8.1, Android-9, Android-10; Android ID: A-168802990.",21-Jan,NULL,2021-01-11T22:15:13.503,2021-01-13T16:44:57.723,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1370,CVE-2021-0317,"In createOrUpdate of Permission.java and related code, there is possible permission escalation due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-10, Android-11, Android-8.0, Android-8.1, Android-9; Android ID: A-168319670.",21-Jan,NULL,2021-01-11T22:15:13.550,2022-07-12T17:42:04.277,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-863,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions. "
1371,CVE-2021-0318,"In appendEventsToCacheLocked of SensorEventConnection.cpp, there is a possible out of bounds write due to a use-after-free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-8.1, Android-10, Android-11; Android ID: A-168211968.",21-Jan,NULL,2021-01-11T22:15:13.597,2021-01-13T15:34:58.687,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-787,CWE-416","The product writes data past the end, or before the beginning, of the intended buffer. ,Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1372,CVE-2021-0319,"In checkCallerIsSystemOr of CompanionDeviceManagerService.java, there is a possible way to get a nearby Bluetooth device's MAC address without appropriate permissions due to a permissions bypass. This could lead to local escalation of privilege that grants access to nearby MAC addresses, with User execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-8.0, Android-8.1, Android-9, Android-10, Android-11; Android ID: A-167244818.",21-Jan,NULL,2021-01-11T22:15:13.643,2021-01-13T16:45:29.943,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,REQUIRED,CWE-863,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions. "
1373,CVE-2021-0320,"In is_device_locked and set_device_locked of keystore_keymaster_enforcement.h, there is a possible bypass of lockscreen requirements for keyguard bound keys due to a race condition. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-11; Android ID: A-169933423.",21-Jan,NULL,2021-01-11T22:15:13.690,2021-01-13T16:45:31.333,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,HIGH,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
1374,CVE-2021-0321,"In enforceDumpPermissionForPackage of ActivityManagerService.java, there is a possible way to determine if a package is installed due to side channel information disclosure. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Android ID: A-166667403.",21-Jan,NULL,2021-01-11T22:15:13.737,2022-06-28T14:11:45.273,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-203,"The product behaves differently or sends different responses under different circumstances in a way that is observable to an unauthorized actor, which exposes security-relevant information about the state of the product, such as whether a particular operation was successful or not. "
1375,CVE-2021-0322,"In onCreate of SlicePermissionActivity.java, there is a possible misleading string displayed due to improper input validation. This could lead to local information disclosure with User execution privileges needed. User interaction is needed for exploitation.Product: Android; Versions: Android-10, Android-11, Android-9; Android ID: A-159145361.",21-Jan,NULL,2021-01-11T22:15:13.783,2021-01-13T16:49:25.063,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,REQUIRED,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1389,CVE-2020-11119,"Buffer over-read can happen when the buffer length received from response handlers is more than the size of the payload in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:12.573,2021-07-21T11:39:23.747,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-20","The product reads data past the end, or before the beginning, of the intended buffer. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1377,CVE-2020-11136,"Buffer Over-read in audio driver while using malloc management function due to not returning NULL for zero sized memory requirement in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.027,2021-01-29T18:14:44.017,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1378,CVE-2020-11137,"Integer multiplication overflow resulting in lower buffer size allocation than expected causes memory access out of bounds resulting in possible device instability in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.120,2021-01-29T18:22:15.683,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
1379,CVE-2020-11138,"Uninitialized pointers accessed during music play back with incorrect bit stream due to an uninitialized heap memory result in instability in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.197,2021-01-28T21:48:41.490,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-824,The product accesses or uses a pointer that has not been initialized. 
1390,CVE-2020-11139,"Out of bound memory access while processing frames due to lack of check of invalid frames received in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.290,2021-01-29T14:58:40.807,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1380,CVE-2020-11140,"Out of bound memory access during music playback with ALAC modified content due to improper validation in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.370,2021-01-29T14:57:47.860,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1381,CVE-2020-11143,"Out of bound memory access during music playback with modified content due to copying data without checking destination buffer size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",21-Jan,NULL,2021-01-21T10:15:13.433,2021-01-29T14:56:48.533,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1391,CVE-2020-11144,"Buffer over-read while UE process invalid DL ROHC packet for decompression due to lack of check of size of compresses packet in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",21-Jan,NULL,2021-01-21T10:15:13.493,2021-07-21T11:39:23.747,CRITICAL,HIGH,NONE,HIGH,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-20","The product reads data past the end, or before the beginning, of the intended buffer. ,The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1392,CVE-2020-11145,"Divide by zero issue can happen while updating delta extension header due to improper validation of master SN and extension header SN in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",21-Jan,NULL,2021-01-21T10:15:13.557,2021-01-29T19:10:38.560,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-369,The product divides a value by zero. 
