CVE,Year,Month,descriptions,published,last_modified,version,Date_pixel,ID,year_asb,month_asb,spl_type_asb,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-08-01
CVE-2019-2127,2019,08,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,2019-08-01,1029,2019,08,8/5/19,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-310,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Cryptographic Issues,2019-08-01
CVE-2019-9506,2019,08,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,2019-08-01,1030,2019,08,8/5/19,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",5.1,2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2019-08-01
