ID,CVE,Year,Month,date,bug,link,Type,Severity,vul_true,component,devices,cwe,descriptions,published,last_modified,version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,NVD_descriptions,NVD_published,NVD_last_modified,NVD_version,cwe_info
287,CVE-2018-11987,2018,DEC,,"A-70638103,,QC-CR#2258691",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=5e9ffcfa152ecb2832990c42fcd8a0f2e63c2c04,EoP,Moderate,,ION,,CWE-415,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, if there is an unlikely memory alloc failure for the secure pool in boot, it can result in wrong pointer access causing kernel panic.",2018-12-20T15:29:03.063,2019-01-09T16:46:25.973,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, if there is an unlikely memory alloc failure for the secure pool in boot, it can result in wrong pointer access causing kernel panic.",2018-12-20T15:29:03.063,2019-01-09T16:46:25.973,cvssMetricV30,Double Free
481,CVE-2018-13098,2019,JAN,,"A-113148387,",https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=76d56d4ab4f2a9e4f085c7d77172194ddaccf7d2,ID,Moderate,,Filesystem,,CWE-125,An issue was discovered in fs/f2fs/inode.c in the Linux kernel through 4.17.3. A denial of service (slab out-of-bounds read and BUG) can occur for a modified f2fs filesystem image in which FI_EXTRA_ATTR is set in an inode.,2018-07-03T10:29:00.460,2019-08-13T19:15:11.907,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM,An issue was discovered in fs/f2fs/inode.c in the Linux kernel through 4.17.3. A denial of service (slab out-of-bounds read and BUG) can occur for a modified f2fs filesystem image in which FI_EXTRA_ATTR is set in an inode.,2018-07-03T10:29:00.460,2019-08-13T19:15:11.907,cvssMetricV30,Out-of-bounds Read
482,CVE-2018-13099,2019,JAN,,"A-113148515,",https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=4dbe38dc386910c668c75ae616b99b823b59f3eb,ID,Moderate,,Filesystem,,CWE-125,An issue was discovered in fs/f2fs/inline.c in the Linux kernel through 4.4. A denial of service (out-of-bounds memory access and BUG) can occur for a modified f2fs filesystem image in which an inline inode contains an invalid reserved blkaddr.,2018-07-03T10:29:00.507,2022-10-07T02:08:29.257,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM,An issue was discovered in fs/f2fs/inline.c in the Linux kernel through 4.4. A denial of service (out-of-bounds memory access and BUG) can occur for a modified f2fs filesystem image in which an inline inode contains an invalid reserved blkaddr.,2018-07-03T10:29:00.507,2022-10-07T02:08:29.257,cvssMetricV31,Out-of-bounds Read
456,CVE-2019-2127,2019,AUG,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-416,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,Use After Free
456,CVE-2019-2127,2019,AUG,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-787,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,Out-of-bounds Write
456,CVE-2019-2127,2019,AUG,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-416,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,Use After Free
456,CVE-2019-2127,2019,AUG,,A-124899895,https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-787,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In AudioInputDescriptor::setClientActive of AudioInputDescriptor.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-124899895.",2019-08-20T20:15:12.400,2021-07-21T11:39:23.747,cvssMetricV30,Out-of-bounds Write
457,CVE-2019-9506,2019,AUG,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-327,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,Use of a Broken or Risky Cryptographic Algorithm
457,CVE-2019-9506,2019,AUG,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-310,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,Cryptographic Issues
457,CVE-2019-9506,2019,AUG,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-327,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,Use of a Broken or Risky Cryptographic Algorithm
457,CVE-2019-9506,2019,AUG,,A-124301137,"https://android.googlesource.com/platform/frameworks/base/+/6110c95184c6ca0265ebc39235ca81da21c0483d,https://android.googlesource.com/platform/system/bt/+/6b7c12366057a5f72fbbe0bc6f166e76172496c4",ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CWE-310,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,8.1,HIGH,"The Bluetooth BR/EDR specification up to and including version 5.1 permits sufficiently low encryption key length and does not prevent an attacker from influencing the key length negotiation. This allows practical brute-force attacks (aka ""KNOB"") that can decrypt traffic and inject arbitrary ciphertext without the victim noticing.",2019-08-14T17:15:11.597,2021-11-04T15:58:19.197,cvssMetricV31,Cryptographic Issues
458,CVE-2019-10538,2019,AUG,,"A-132193791,,QC-CR#2448763",https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=e0d510ff0fcb0778571579635b53ddd7e4caeb24,,High,,WLAN,,CWE-20,"Lack of check of address range received from firmware response allows modem to respond arbitrary pages into its address range which can compromise HLOS in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM660, SDX20, SDX24",2019-09-30T16:15:10.977,2019-10-02T16:10:58.340,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"Lack of check of address range received from firmware response allows modem to respond arbitrary pages into its address range which can compromise HLOS in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820A, SD 845 / SD 850, SD 855, SDA660, SDM439, SDM660, SDX20, SDX24",2019-09-30T16:15:10.977,2019-10-02T16:10:58.340,cvssMetricV31,Improper Input Validation
459,CVE-2019-10539,2019,AUG,,A-135126805,,,Critical,,Closed-source component,,CWE-120,"Possible buffer overflow issue due to lack of length check when parsing the extended cap IE header length in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574, QCA6574AU, QCA6584, QCA8081, QCA9379, QCS404, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24, SXR1130",2019-09-30T16:15:11.040,2019-10-02T16:43:48.257,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"Possible buffer overflow issue due to lack of length check when parsing the extended cap IE header length in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MDM9206, MDM9607, MDM9640, MDM9650, MSM8996AU, QCA6174A, QCA6574, QCA6574AU, QCA6584, QCA8081, QCA9379, QCS404, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM439, SDM630, SDM660, SDX20, SDX24, SXR1130",2019-09-30T16:15:11.040,2019-10-02T16:43:48.257,cvssMetricV31,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
460,CVE-2019-10540,2019,AUG,,A-135126805,,,Critical,,Closed-source component,,CWE-120,"Buffer overflow in WLAN NAN function due to lack of check of count value received in NAN availability attribute in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MSM8996AU, QCA6174A, QCA6574AU, QCA8081, QCA9377, QCA9379, QCS404, QCS405, QCS605, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM630, SDM660, SXR1130",2019-09-30T16:15:11.103,2019-10-03T14:08:44.517,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"Buffer overflow in WLAN NAN function due to lack of check of count value received in NAN availability attribute in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in IPQ8074, MSM8996AU, QCA6174A, QCA6574AU, QCA8081, QCA9377, QCA9379, QCS404, QCS405, QCS605, SD 636, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM630, SDM660, SXR1130",2019-09-30T16:15:11.103,2019-10-03T14:08:44.517,cvssMetricV31,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
507,CVE-2019-9457,2019,SEP,,"A-116716935,",https://android.googlesource.com/kernel/common/+/f31c4f65dd093,EoP,Moderate,,Kernel,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2018-14634. Reason: This candidate is a reservation duplicate of CVE-2018-14634. Notes: All CVE users should reference CVE-2018-14634 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage,2019-09-06T22:15:13.833,2023-11-07T03:13:39.797,,,,,,,,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2018-14634. Reason: This candidate is a reservation duplicate of CVE-2018-14634. Notes: All CVE users should reference CVE-2018-14634 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage,2019-09-06T22:15:13.833,2023-11-07T03:13:39.797,,
571,CVE-2018-13890,2019,SEP,,"A-111274306,,QC-CR#2288818",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=3aeedc0384bb0ba35146812e9f8db07f76627a6f,,Moderate,,WLAN host,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2018. Notes: none,2021-11-23T21:15:17.027,2023-11-07T02:52:38.737,,,,,,,,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2018. Notes: none,2021-11-23T21:15:17.027,2023-11-07T02:52:38.737,,
581,CVE-2018-11825,2019,SEP,,"A-117985523,,QC-CR#2205722",https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=e5c289648f5454d7aaa3e8967f158cb0d31943ea,,Moderate,,WLAN host,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2018. Notes: none,2019-08-30T16:15:12.183,2023-11-07T02:51:48.767,,,,,,,,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2018. Notes: none,2019-08-30T16:15:12.183,2023-11-07T02:51:48.767,,
483,CVE-2019-9426,2019,SEP,,A-110460199,,EoP,Moderate,,Bluetooth,,CWE-787,In the Android kernel in Bluetooth there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.567,2019-09-09T17:38:06.063,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,In the Android kernel in Bluetooth there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.567,2019-09-09T17:38:06.063,cvssMetricV31,Out-of-bounds Write
484,CVE-2019-9436,2019,SEP,,A-127320561,,EoP,Moderate,,Bootloader,,NVD-CWE-noinfo,In the Android kernel in the bootloader there is a possible secure boot bypass. This could lead to local escalation of privilege with System execution privileges needed. User interaction is needed for exploitation.,2019-09-06T22:15:12.643,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,In the Android kernel in the bootloader there is a possible secure boot bypass. This could lead to local escalation of privilege with System execution privileges needed. User interaction is needed for exploitation.,2019-09-06T22:15:12.643,2020-08-24T17:37:01.140,cvssMetricV31,
485,CVE-2019-2191,2019,SEP,,A-68770980,,ID,Moderate,,Bootloader,,CWE-119,"In LG's LAF component, there is a possible leak of information in a protected disk partition due to a missing bounds check. This could lead to local information disclosure via USB with User execution privileges needed. User interaction is not required for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-68770980",2019-09-27T19:15:17.000,2021-07-21T11:39:23.747,cvssMetricV31,PHYSICAL,LOW,LOW,NONE,HIGH,NONE,NONE,4.3,MEDIUM,"In LG's LAF component, there is a possible leak of information in a protected disk partition due to a missing bounds check. This could lead to local information disclosure via USB with User execution privileges needed. User interaction is not required for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-68770980",2019-09-27T19:15:17.000,2021-07-21T11:39:23.747,cvssMetricV31,Improper Restriction of Operations within the Bounds of a Memory Buffer
486,CVE-2019-2190,2019,SEP,,A-68771598,,ID,Moderate,,Bootloader,,CWE-119,"In LG's LAF component, there is a possible leak of information in a protected disk partition due to a missing bounds check. This could lead to local information disclosure via USB with User execution privileges needed. User interaction is not required for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-68771598",2019-09-27T19:15:16.937,2021-07-21T11:39:23.747,cvssMetricV31,PHYSICAL,LOW,LOW,NONE,HIGH,NONE,NONE,4.3,MEDIUM,"In LG's LAF component, there is a possible leak of information in a protected disk partition due to a missing bounds check. This could lead to local information disclosure via USB with User execution privileges needed. User interaction is not required for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-68771598",2019-09-27T19:15:16.937,2021-07-21T11:39:23.747,cvssMetricV31,Improper Restriction of Operations within the Bounds of a Memory Buffer
487,CVE-2019-9345,2019,SEP,,A-27915347,,EoP,High,,Kernel,,NVD-CWE-noinfo,In the Android kernel in sdcardfs there is a possible violation of the separation of data between profiles due to shared mapping of obb files. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.,2019-09-06T22:15:12.520,2020-08-24T17:37:01.140,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,In the Android kernel in sdcardfs there is a possible violation of the separation of data between profiles due to shared mapping of obb files. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.,2019-09-06T22:15:12.520,2020-08-24T17:37:01.140,cvssMetricV30,
488,CVE-2019-9461,2019,SEP,,A-120209610,,ID,High,,VPN,,NVD-CWE-noinfo,In the Android kernel in VPN routing there is a possible information disclosure. This could lead to remote information disclosure by an adjacent network attacker with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:13.957,2022-01-01T20:19:12.723,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,6.5,MEDIUM,In the Android kernel in VPN routing there is a possible information disclosure. This could lead to remote information disclosure by an adjacent network attacker with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:13.957,2022-01-01T20:19:12.723,cvssMetricV31,
489,CVE-2019-9248,2019,SEP,,A-120279144,,EoP,Moderate,,Touch driver,,CWE-787,In the Android kernel in the FingerTipS touchscreen driver there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.050,2019-09-09T18:24:16.860,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,In the Android kernel in the FingerTipS touchscreen driver there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.050,2019-09-09T18:24:16.860,cvssMetricV31,Out-of-bounds Write
490,CVE-2019-9270,2019,SEP,,A-65123745,,EoP,Moderate,,Wi-Fi,,CWE-787,In the Android kernel in unifi and r8180 WiFi drivers there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.130,2019-09-09T17:13:54.250,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,In the Android kernel in unifi and r8180 WiFi drivers there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.130,2019-09-09T17:13:54.250,cvssMetricV31,Out-of-bounds Write
491,CVE-2019-2182,2019,SEP,,"A-128700140,",https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=15122ee2c515a253b0c66a3e618bc7ebe35105eb,EoP,Moderate,,Kernel MMU,,NVD-CWE-noinfo,In the Android kernel in the kernel MMU code there is a possible execution path leaving some kernel text and rodata pages writable. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:11.910,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,In the Android kernel in the kernel MMU code there is a possible execution path leaving some kernel text and rodata pages writable. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:11.910,2020-08-24T17:37:01.140,cvssMetricV31,
492,CVE-2019-9271,2019,SEP,,A-69006201,,EoP,Moderate,,MNH driver,,CWE-362,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
492,CVE-2019-9271,2019,SEP,,A-69006201,,EoP,Moderate,,MNH driver,,CWE-416,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,Use After Free
492,CVE-2019-9271,2019,SEP,,A-69006201,,EoP,Moderate,,MNH driver,,CWE-362,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,In the Android kernel in the mnh driver there is a race condition due to insufficient locking. This could lead to a use-after-free which could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.,2019-09-06T22:15:12.190,2019-09-09T18:00:52.517,cvssMetricV31,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
