ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date
513,CVE-2016-10429,2018,04,4/5/18,,A-32579411,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear FSM9055, IPQ4019, MDM9206, MDM9607, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 820A, and SDX20, three image types are loaded in the same manner without distinguishing them.",,2018-04-18T14:29:10.870,2018-05-01T16:07:51.753,CWE-19,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE,7.5,HIGH,Data Processing Errors,2018-04-01
514,CVE-2016-10493,2018,04,4/5/18,,A-32574787,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear MDM9206, MDM9607, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 617, SD 625, SD 650/52, SD 808, SD 810, SD 820, SD 820A, SD 835, SD 845, SD 850, and SDX20, NPA routines on the rootPD that handle resource requests remoted over QDI may not validate pointers passed from user space which may result in guest OS memory corruption.",,2018-04-18T14:29:13.887,2018-05-01T17:41:01.987,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
515,CVE-2016-10447,2018,04,4/5/18,,A-37542968,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9650, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 820, SD 835, and SDX20, secure UI crash due to uninitialized link list entry in dynamic font module.",,2018-04-18T14:29:11.857,2018-05-02T12:54:05.020,CWE-824,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Access of Uninitialized Pointer,2018-04-01
516,CVE-2016-10444,2018,04,4/5/18,,A-37544163,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear MDM9206, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 820, SD 820A, and SD 835, SMMU Access Control Policy was updated to block HLOS from accessing BLSP and BAM resources.",,2018-04-18T14:29:11.683,2018-05-01T17:25:01.567,CWE-284,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Access Control,2018-04-01
517,CVE-2016-5348,2018,04,4/5/18,,A-37546905,,,High,,Closed-source component,,"The GPS component in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, 6.x before 2016-10-01, and 7.0 before 2016-10-01 allows man-in-the-middle attackers to cause a denial of service (memory consumption, and device hang or reboot) via a large xtra.bin or xtra2.bin file on a spoofed Qualcomm gpsonextra.net or izatcloud.net host, aka internal bug 29555864.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1, 7.0",2016-10-10T10:59:47.357,2018-04-19T01:29:02.393,CWE-399,cvssMetricV30,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH,5.9,MEDIUM,Resource Management Errors,2018-04-01
518,CVE-2016-10421,2018,04,4/5/18,,A-32579095,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, SD 845, SD 850, and SDX20, key material is not always cleared properly.",,2018-04-18T14:29:10.463,2018-04-24T12:03:36.817,CWE-320,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Key Management Errors,2018-04-01
519,CVE-2016-10455,2018,04,4/5/18,,A-32580964,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, SD 845, SD 850, and SDX20, improper initialization of ike_sa_handle_ptr in IPSEC leads to system denial of service.",,2018-04-18T14:29:12.200,2018-04-23T20:26:08.517,CWE-19,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Data Processing Errors,2018-04-01
520,CVE-2016-10441,2018,04,4/5/18,,A-32582927,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9650, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 600, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, and SDX20, improper offset validation leads to buffer overflow in video parser.",,2018-04-18T14:29:11.510,2018-05-02T12:54:20.583,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
521,CVE-2016-10418,2018,04,4/5/18,,A-37547407,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear MDM9206, MDM9650, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, SD 820A, and SD 835, HLOS can enable PMIC debug through TCSR_QPDI_DISABLE_CFG due to improper access control.",,2018-04-18T14:29:10.323,2018-05-01T17:27:25.740,CWE-284,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE,7.5,HIGH,Improper Access Control,2018-04-01
522,CVE-2016-10417,2018,04,4/5/18,,A-32576287,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear IPQ4019, MDM9206, MDM9607, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 820A, and SDX20, in QTEE, a TOCTOU vulnerability exists due to improper access control.",,2018-04-18T14:29:10.277,2018-05-01T17:51:16.863,CWE-284,cvssMetricV30,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH,Improper Access Control,2018-04-01
522,CVE-2016-10417,2018,04,4/5/18,,A-32576287,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear IPQ4019, MDM9206, MDM9607, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 820A, and SDX20, in QTEE, a TOCTOU vulnerability exists due to improper access control.",,2018-04-18T14:29:10.277,2018-05-01T17:51:16.863,CWE-362,cvssMetricV30,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-04-01
523,CVE-2016-10464,2018,04,4/5/18,,A-32580243,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9640, MDM9650, QCA6174A, QCA6574AU, QCA9377, SD 210/SD 212/SD 205, SD 425, SD 600, SD 650/52, SD 808, SD 810, SD 820, and SDX20, lack of input validation for HCI H4 UART packet ID cause system denial of service.",,2018-04-18T14:29:12.620,2018-05-02T12:43:40.567,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Input Validation,2018-04-01
524,CVE-2016-10458,2018,04,4/5/18,,A-32583424,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 808, SD 810, SD 820, SD 835, SD 845, SDM630, SDM636, SDM660, SDX20, and Snapdragon_High_Med_2016, the 'proper' solution for this will be to ensure that any users of qsee_log in the bootchain (before Linux boots) unallocate their buffers and clear the qsee_log pointer. Until support for that is implemented in TZ and the bootloader, enable tz_log to avoid potential scribbling. This solution will prevent the linux kernel memory corruption.",,2018-04-18T14:29:12.357,2018-05-01T21:01:21.217,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
525,CVE-2016-10471,2018,04,4/5/18,,A-37539226,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile and Snapdragon Mobile SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, and SD 820A, an unsigned RTIC health report susceptible to tampering by malware executing in the context of the HLOS may be requested.",,2018-04-18T14:29:12.823,2018-05-09T14:22:20.897,NVD-CWE-noinfo,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2018-04-01
526,CVE-2016-10416,2018,04,4/5/18,,A-62259747,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 600, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, and SD 820, UE crash is seen due to IPCMem exhaustion, when UDP data is pumped to UE's ULP (UserPlane Location protocol) UDP port 7275.",,2018-04-18T14:29:10.213,2018-05-02T12:57:03.847,CWE-399,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Resource Management Errors,2018-04-01
527,CVE-2016-10411,2018,04,4/5/18,,A-62260404,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, and SD 835, RTP daemon crashes and terminates VT call when UE receives RTCP unknown APP packet report which caused the parser to miss an end of RTCP packet length and go on forever looking for it, even going beyond the limits of the RTCP Packet length.",,2018-04-18T14:29:09.917,2018-05-01T20:51:07.127,CWE-399,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Resource Management Errors,2018-04-01
528,CVE-2016-10496,2018,04,4/5/18,,A-62260469,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile MDM9635M, SD 210/SD 212/SD 205, SD 410/12, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 808, and SD 810, A NULL pointer dereference can occur during an SSL handshake.",,2018-04-18T14:29:14.027,2018-05-01T20:42:42.747,CWE-476,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,NULL Pointer Dereference,2018-04-01
529,CVE-2016-10410,2018,04,4/5/18,,A-62260936,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, SD 845, SD 850, and SDX20, buffer overflow vulnerability in RTP during Volte call.",,2018-04-18T14:29:09.823,2018-05-02T12:58:34.490,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
530,CVE-2016-10414,2018,04,4/5/18,,A-62260937,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear FSM9055, IPQ4019, MDM9206, MDM9607, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 820A, SD 835, SD 845, SD 850, and SDX20, when a hash is passed with zero datalength, the code returns an error, even though zero data length is valid.",,2018-04-18T14:29:10.073,2018-04-24T11:56:32.407,CWE-388,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,7PK - Errors,2018-04-01
531,CVE-2016-10461,2018,04,4/5/18,,A-62263657,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile MDM9650, SD 650/52, SD 808, SD 810, SD 820, and SDX20, lack of proper bounds checking may lead to a buffer overread.",,2018-04-18T14:29:12.527,2018-05-01T20:48:43.343,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
532,CVE-2016-10460,2018,04,4/5/18,,A-62271227,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 835, SD 845, and SD 850, vendor specific opcodes may not have any packet length validation leading to buffer over-reads.",,2018-04-18T14:29:12.450,2018-05-01T21:03:43.787,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
533,CVE-2016-10392,2018,04,4/5/18,,A-37544068,,,High,,Closed-source component,,"In all Qualcomm products with Android releases from CAF using the Linux kernel, a driver can potentially leak kernel memory.",,2017-08-18T18:29:03.127,2018-04-19T01:29:02.313,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
534,CVE-2016-10409,2018,04,4/5/18,,A-37544164,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile and Snapdragon Mobile SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, SD 820A, and SD 835, TOCTOU vulnerability may occur while composing the RPMB request using HLOS controlled buffers.",,2018-04-18T14:29:09.713,2018-05-01T17:08:28.183,CWE-362,cvssMetricV30,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-04-01
535,CVE-2016-10459,2018,04,4/5/18,,A-62260716,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 615/16/SD 415, SD 617, SD 800, SD 810, and SD 820, during a call, memory exhaustion can occur.",,2018-04-18T14:29:12.403,2018-05-02T12:43:59.240,CWE-399,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Resource Management Errors,2018-04-01
536,CVE-2016-10407,2018,04,4/5/18,,A-62261222,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, and SD 835, an integer overflow leading to buffer overflow can occur during a VT call.",,2018-04-18T14:29:09.637,2018-05-01T20:54:31.990,CWE-190,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Overflow or Wraparound,2018-04-01
537,CVE-2016-10406,2018,04,4/5/18,,A-62267791,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile MDM9650, SD 210/SD 212/SD 205, SD 410/12, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 808, SD 810, SD 820, and SD 835, while printing debug message of a pointer in wlan_qmi_err_cb, the real kernel address will be printed regardless of the kptr_restrict system settings.",,2018-04-18T14:29:09.557,2018-05-01T20:47:02.670,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-04-01
538,CVE-2016-10497,2018,04,4/5/18,,A-62271228,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, SD 845, SD 850, and SDX20, improper CFG allocation can cause heap leak.",,2018-04-18T14:29:14.090,2018-04-23T20:26:50.830,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
539,CVE-2016-10501,2018,04,4/5/18,,A-62261303,,,High,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile, Snapdragon Wear, and Small Cell SoC FSM9055, MDM9206, MDM9607, MDM9635M, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, and SD 835, improper input validation can occur while parsing an image.",,2018-04-18T14:29:14.230,2018-04-23T20:31:12.380,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Input Validation,2018-04-01
540,CVE-2016-10381,2018,04,4/5/18,,A-37539788,,,Moderate,,Closed-source component,,"In all Qualcomm products with Android releases from CAF using the Linux kernel, the UE can send unprotected MeasurementReports revealing UE location.",,2017-08-18T18:29:02.703,2018-04-19T01:29:01.847,CWE-1,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,DEPRECATED,2018-04-01
541,CVE-2016-10380,2018,04,4/5/18,,A-37541976,,,Moderate,,Closed-source component,,"In all Qualcomm products with Android releases from CAF using the Linux kernel, the UE can send unprotected MeasurementReports revealing UE location.",,2017-08-18T18:29:02.673,2018-04-19T01:29:01.753,CWE-1,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,DEPRECATED,2018-04-01
542,CVE-2016-10412,2018,04,4/5/18,,A-37536245,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, Snapdragon Mobile, and Snapdragon Wear FSM9055, MDM9206, MDM9607, MDM9615, MDM9635M, MDM9640, MDM9650, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 600, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, and SDX20, an integer overflow leading to buffer overflow can potentially occur in a memory API function.",,2018-04-18T14:29:09.997,2018-05-01T16:00:57.437,CWE-190,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Overflow or Wraparound,2018-04-01
543,CVE-2016-10415,2018,04,4/5/18,,A-62260403,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 600, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, and SDX20, dereference of an invalid input parameter could cause a denial of service.",,2018-04-18T14:29:10.183,2018-05-02T12:57:34.017,CWE-476,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,NULL Pointer Dereference,2018-04-01
544,CVE-2016-10422,2018,04,4/5/18,,A-37542966,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, Snapdragon Automobile, Snapdragon Mobile, and Snapdragon Wear FSM9055, IPQ4019, MDM9206, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 820A, SD 835, SD 845, SD 850, and SDX20, improper access control in system call leads to unauthorized access.",,2018-04-18T14:29:10.527,2018-05-01T16:06:12.567,CWE-284,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Access Control,2018-04-01
545,CVE-2016-10456,2018,04,4/5/18,,A-62261413,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9635M, MDM9640, MDM9650, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 600, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, and SDX20, if radish is executed with an interface name set to an invalid interface name, an arbitrary command of 15 characters or less may be executed as a system call.",,2018-04-18T14:29:12.260,2018-05-02T12:45:23.267,CWE-20,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Input Validation,2018-04-01
546,CVE-2016-10428,2018,04,4/5/18,,A-37534697,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile and Snapdragon Mobile SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, and SD 820A, HMAC verification in counter file uses an insecure memcmp which may assist a timing attack.",,2018-04-18T14:29:10.823,2018-05-01T17:09:43.533,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-04-01
547,CVE-2016-10448,2018,04,4/5/18,,A-62261414,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, SD 835, SD 845, SD 850, and SDX20, a simultaneous command post for addSA or updateSA on same SA leads to memory corruption. APIs addSA and updateSA APIs access the global variable ipsec_sa_list[] outside of mutex protection.",,2018-04-18T14:29:11.917,2018-04-23T20:25:11.357,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01
548,CVE-2016-10437,2018,04,4/5/18,,A-62260715,,,Moderate,,Closed-source component,,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, Snapdragon Mobile, and Snapdragon Wear FSM9055, MDM9206, MDM9607, MDM9635M, MDM9640, MDM9650, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 808, SD 810, SD 820, SD 835, and SDX20, while logging debug statements or ftrace events from rmnet_data, the socket buffer function uses normal format specifiers which may result in information exposure.",,2018-04-18T14:29:11.293,2018-05-01T15:59:56.200,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-04-01
556,CVE-2017-13238,2018,02,2/5/18,,A-64610940,,ID,High,,Bootloader,,"In XBLRamDump mode, there is a debug feature that can be used to dump memory contents, if an attacker has physical access to the device. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-64610940.",,2018-02-12T19:29:00.697,2018-03-13T14:44:58.787,CWE-200,cvssMetricV30,PHYSICAL,HIGH,NONE,NONE,HIGH,NONE,NONE,4.2,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
557,CVE-2017-13247,2018,02,2/5/18,,A-71486645,,EoP,Moderate,,Bootloader,,"In the Pixel 2 bootloader, there is a missing permission check which bypasses carrier bootloader lock. This could lead to local elevation of privileges with user execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-71486645.",,2018-02-12T19:29:01.120,2019-10-03T00:03:26.223,CWE-862,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2018-02-01
561,CVE-2017-6279,2018,02,2/5/18,,"A-65023166,N-CVE-2017-6279",,EoP,High,,Media framework,,NVIDIA libnvmmlite_audio.so contains an elevation of privilege vulnerability when running in media server which may cause an out of bounds write and could lead to local code execution in a privileged process. This issue is rated as high. Product: Android. Version: N/A. Android: A-65023166. Reference: N-CVE-2017-6279.,,2018-02-06T13:29:00.350,2018-03-01T15:32:07.043,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-02-01
