ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
1227,CVE-2016-8447,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31749463. References: MT-ALPS02968886.",,17-Feb,NULL,2017-01-12T20:59:01.077,2017-01-18T02:59:15.187,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1228,CVE-2016-8448,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31791148. References: MT-ALPS02982181.",,17-Feb,NULL,2017-01-12T20:59:01.140,2017-01-18T02:59:15.237,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1229,CVE-2016-8449,An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31798848. References: N-CVE-2016-8449.,,17-Feb,NULL,2017-01-12T20:59:01.157,2017-10-19T01:30:20.177,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1230,CVE-2016-8450,An elevation of privilege vulnerability in the Qualcomm sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-32450563. References: QC-CR#880388.,,17-Feb,NULL,2017-01-12T20:59:01.187,2017-01-18T02:59:15.330,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1231,CVE-2016-8451,An elevation of privilege vulnerability in the Synaptics touchscreen driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.4. Android ID: A-32178033.,,17-Feb,NULL,2017-01-12T20:59:01.233,2017-01-18T14:29:52.167,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1232,CVE-2016-7042,"The proc_keys_show function in security/keys/proc.c in the Linux kernel through 4.8.2, when the GNU Compiler Collection (gcc) stack protector is enabled, uses an incorrect buffer size for certain timeout data, which allows local users to cause a denial of service (stack memory corruption and panic) by reading the /proc/keys file.",,17-Feb,NULL,2016-10-16T21:59:10.160,2018-01-05T02:31:10.667,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
1233,CVE-2017-0403,"An elevation of privilege vulnerability in the kernel performance subsystem could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32402548.",,17-Feb,NULL,2017-01-12T20:59:02.687,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1234,CVE-2017-0404,"An elevation of privilege vulnerability in the kernel sound subsystem could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32510733.",,17-Feb,NULL,2017-01-12T20:59:02.717,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1235,CVE-2016-8452,"An elevation of privilege vulnerability in the Qualcomm Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32506396. References: QC-CR#1050323.",,17-Feb,NULL,2017-01-12T20:59:01.250,2017-01-18T02:59:15.423,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1236,CVE-2016-5345,"Buffer overflow in the Qualcomm radio driver in Android before 2017-01-05 on Android One devices allows local users to gain privileges via a crafted application, aka Android internal bug 32639452 and Qualcomm internal bug CR1079713.",,17-Feb,NULL,2018-01-23T01:29:00.193,2018-02-12T18:08:04.550,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
1237,CVE-2016-9754,"The ring_buffer_resize function in kernel/trace/ring_buffer.c in the profiling subsystem in the Linux kernel before 4.6.1 mishandles certain integer calculations, which allows local users to gain privileges by writing to the /sys/kernel/debug/tracing/buffer_size_kb file.",,17-Feb,NULL,2017-01-05T11:59:00.193,2023-01-17T21:05:25.067,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
1238,CVE-2016-8453,An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-24739315. References: B-RB#73392.,,17-Feb,NULL,2017-01-12T20:59:01.280,2017-01-18T02:59:15.470,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1239,CVE-2016-8454,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32174590. References: B-RB#107142.",,17-Feb,NULL,2017-01-12T20:59:01.310,2017-01-18T02:59:15.533,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1240,CVE-2016-8455,An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-32219121. References: B-RB#106311.,,17-Feb,NULL,2017-01-12T20:59:01.343,2017-01-24T00:06:03.857,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1241,CVE-2016-8456,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32219255. References: B-RB#105580.",,17-Feb,NULL,2017-01-12T20:59:01.373,2017-01-24T00:08:03.493,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1242,CVE-2016-8457,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32219453. References: B-RB#106116.",,17-Feb,NULL,2017-01-12T20:59:01.407,2017-01-24T00:08:55.823,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1243,CVE-2016-8458,"An elevation of privilege vulnerability in the Synaptics touchscreen driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31968442.",,17-Feb,NULL,2017-01-12T20:59:01.420,2017-01-24T00:09:46.877,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1244,CVE-2016-8460,An information disclosure vulnerability in the NVIDIA video driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as High because it could be used to access sensitive data without explicit user permission. Product: Android. Versions: Kernel-3.10. Android ID: A-31668540. References: N-CVE-2016-8460.,,17-Feb,NULL,2017-01-12T20:59:01.483,2017-01-18T02:59:15.813,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1245,CVE-2016-8461,An information disclosure vulnerability in the bootloader could enable a local attacker to access data outside of its permission level. This issue is rated as High because it could be used to access sensitive data. Product: Android. Versions: Kernel-3.18. Android ID: A-32369621.,,17-Feb,NULL,2017-01-12T20:59:01.517,2017-01-18T02:59:15.860,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1246,CVE-2016-8462,An information disclosure vulnerability in the bootloader could enable a local attacker to access data outside of its permission level. This issue is rated as High because it could be used to access sensitive data. Product: Android. Versions: N/A. Android ID: A-32510383.,,17-Feb,NULL,2017-01-12T20:59:01.547,2017-01-18T02:59:15.923,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1247,CVE-2016-8463,"A denial of service vulnerability in the Qualcomm FUSE file system could enable a remote attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-30786860. References: QC-CR#586855.",,17-Feb,NULL,2017-01-12T20:59:01.577,2017-01-18T02:59:15.987,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-399,Resource Management Errors
1248,CVE-2017-0423,"An elevation of privilege vulnerability in Bluetooth could enable a proximate attacker to manage access to documents on the device. This issue is rated as Moderate because it first requires exploitation of a separate vulnerability in the Bluetooth stack. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1. Android ID: A-32612586.",,17-Feb,NULL,2017-02-08T15:59:01.160,2019-10-03T00:03:26.223,MEDIUM,HIGH,NONE,NONE,NONE,ADJACENT_NETWORK,HIGH,NONE,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors. 
1249,CVE-2017-0425,"An information disclosure vulnerability in Audioserver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1. Android ID: A-32720785.",,17-Feb,NULL,2017-02-08T15:59:01.223,2017-07-25T01:29:05.280,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1250,CVE-2017-0426,"An information disclosure vulnerability in the Filesystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 7.0, 7.1.1. Android ID: A-32799236.",,17-Feb,NULL,2017-02-08T15:59:01.253,2017-07-25T01:29:05.327,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1251,CVE-2016-8464,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-29000183. References: B-RB#106314.",,17-Feb,NULL,2017-01-12T20:59:01.593,2017-01-18T02:59:16.033,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1252,CVE-2016-8465,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32474971. References: B-RB#106053.",,17-Feb,NULL,2017-01-12T20:59:01.640,2017-07-11T01:33:23.657,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1253,CVE-2016-8466,"An elevation of privilege vulnerability in the Broadcom Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31822524. References: B-RB#105268.",,17-Feb,NULL,2017-01-12T20:59:01.670,2017-01-18T02:59:16.127,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1254,CVE-2016-8468,An elevation of privilege vulnerability in Binder could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: Kernel-3.18. Android ID: A-32394425.,,17-Feb,NULL,2017-01-12T20:59:01.717,2017-01-18T02:59:16.267,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1255,CVE-2016-3853,"Google Play services in Android before 2016-08-05 on Nexus devices allow local users to bypass the Factory Reset Protection protection mechanism and delete data via unspecified vectors, aka internal bug 26803208.",,17-Feb,NULL,2016-08-05T20:59:44.997,2016-11-28T20:12:55.763,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1256,CVE-2016-8469,An information disclosure vulnerability in the camera driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31351206. References: N-CVE-2016-8469.,,17-Feb,NULL,2017-01-12T20:59:01.750,2017-01-18T02:59:16.313,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,HIGH,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1257,CVE-2016-8470,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31528889. References: MT-ALPS02961395.,,17-Feb,NULL,2017-01-12T20:59:01.780,2017-01-18T02:59:16.360,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,HIGH,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1258,CVE-2016-8471,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31528890. References: MT-ALPS02961380.,,17-Feb,NULL,2017-01-12T20:59:01.797,2017-01-18T02:59:16.407,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,HIGH,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1259,CVE-2016-8472,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31531758. References: MT-ALPS02961384.,,17-Feb,NULL,2017-01-12T20:59:01.827,2017-01-18T02:59:16.453,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,HIGH,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1260,CVE-2017-0381,"An information disclosure vulnerability in silk/NLSF_stabilize.c in libopus in Mediaserver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-31607432.",,17-Jan,NULL,2017-01-12T20:59:01.953,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
1261,CVE-2016-5180,Heap-based buffer overflow in the ares_create_query function in c-ares 1.x before 1.12.0 allows remote attackers to cause a denial of service (out-of-bounds write) or possibly execute arbitrary code via a hostname with an escaped trailing dot.,,17-Jan,NULL,2016-10-03T15:59:03.270,2023-11-07T02:33:17.543,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
1262,CVE-2016-8411,Buffer overflow vulnerability while processing QMI QOS TLVs. Product: Android. Versions: versions that have qmi_qos_srvc.c. Android ID: 31805216. References: QC CR#912775.,,17-Jan,NULL,2017-01-27T17:59:00.257,2017-02-07T18:14:42.720,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
1263,CVE-2016-4794,Use-after-free vulnerability in mm/percpu.c in the Linux kernel through 4.6 allows local users to cause a denial of service (BUG) or possibly have unspecified other impact via crafted use of the mmap and bpf system calls.,,17-Jan,NULL,2016-05-23T10:59:12.427,2023-02-16T02:32:38.693,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,NVD-CWE-Other
1264,CVE-2016-5195,"Race condition in mm/gup.c in the Linux kernel 2.x through 4.x before 4.8.3 allows local users to gain privileges by leveraging incorrect handling of a copy-on-write (COW) feature to write to a read-only memory mapping, as exploited in the wild in October 2016, aka ""Dirty COW.""",,17-Jan,NULL,2016-11-10T21:59:00.197,2023-11-07T02:33:23.770,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
1265,CVE-2015-8966,"arch/arm/kernel/sys_oabi-compat.c in the Linux kernel before 4.4 allows local users to gain privileges via a crafted (1) F_OFD_GETLK, (2) F_OFD_SETLK, or (3) F_OFD_SETLKW command in an fcntl64 system call.",,17-Jan,NULL,2016-12-08T21:59:00.160,2016-12-10T02:59:01.727,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1266,CVE-2016-9120,Race condition in the ion_ioctl function in drivers/staging/android/ion/ion.c in the Linux kernel before 4.6 allows local users to gain privileges or cause a denial of service (use-after-free) by calling ION_IOC_FREE on two CPUs at the same time.,,17-Jan,NULL,2016-12-08T21:59:02.443,2023-01-19T16:04:46.787,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,"CWE-416,CWE-264","Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. ,"
1267,CVE-2017-0382,"A remote code execution vulnerability in the Framesequence library could enable an attacker using a specially crafted file to execute arbitrary code in the context of an unprivileged process. This issue is rated as High due to the possibility of remote code execution in an application that uses the Framesequence library. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32338390.",,17-Jan,NULL,2017-01-12T20:59:02.000,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1268,CVE-2017-0383,"An elevation of privilege vulnerability in the Framework APIs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 7.0, 7.1. Android ID: A-31677614.",,17-Jan,NULL,2017-01-12T20:59:02.030,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
1269,CVE-2017-0384,"An elevation of privilege vulnerability in lvm/wrapper/Bundle/EffectBundle.cpp in libeffects in Audioserver could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32095626.",,17-Jan,NULL,2017-01-12T20:59:02.063,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1270,CVE-2017-0385,"An elevation of privilege vulnerability in Audioserver could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32585400.",,17-Jan,NULL,2017-01-12T20:59:02.093,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1271,CVE-2017-0386,"An elevation of privilege vulnerability in the libnl library could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32255299.",,17-Jan,NULL,2017-01-12T20:59:02.123,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1272,CVE-2017-0387,"An elevation of privilege vulnerability in Mediaserver could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32660278.",,17-Jan,NULL,2017-01-12T20:59:02.157,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1273,CVE-2017-0388,"An elevation of privilege vulnerability in the External Storage Provider could enable a local secondary user to read data from an external storage SD card inserted by the primary user. This issue is rated as High because it is a general bypass for operating system protections that isolate application data from other applications. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32523490.",,17-Jan,NULL,2017-01-12T20:59:02.187,2017-01-18T02:59:19.330,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1274,CVE-2016-3911,"core/java/android/os/Process.java in Zygote in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, 6.x before 2016-10-01, and 7.0 before 2016-10-01 allows attackers to gain privileges via a crafted application, aka internal bug 30143607.",,17-Jan,NULL,2016-10-10T10:59:15.667,2016-11-28T20:13:47.120,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1275,CVE-2016-6710,"An information disclosure vulnerability in the download manager in Android 5.0.x before 5.0.2, 5.1.x before 5.1.1, 6.x before 2016-11-01, and 7.0 before 2016-11-01 could enable a local malicious application to bypass operating system protections that isolate application data from other applications. This issue is rated as High because it could be used to gain access to data that the application does not have access to. Android ID: A-30537115.",,17-Jan,NULL,2016-11-25T16:59:16.220,2019-05-30T14:19:35.507,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
1276,CVE-2017-0389,"A denial of service vulnerability in core networking could enable a remote attacker to use specially crafted network packet to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1. Android ID: A-31850211.",,17-Jan,NULL,2017-01-12T20:59:02.203,2017-01-18T02:59:19.390,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
1277,CVE-2017-0390,"A denial of service vulnerability in Tremolo/dpen.s in Mediaserver could enable a remote attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-31647370.",,17-Jan,NULL,2017-01-12T20:59:02.250,2019-10-03T00:03:26.223,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1278,CVE-2017-0391,"A denial of service vulnerability in decoder/ihevcd_decode.c in libhevc in Mediaserver could enable a remote attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32322258.",,17-Jan,NULL,2017-01-12T20:59:02.280,2019-10-03T00:03:26.223,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1279,CVE-2017-0392,"A denial of service vulnerability in VBRISeeker.cpp in libstagefright in Mediaserver could enable a remote attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-32577290.",,17-Jan,NULL,2017-01-12T20:59:02.343,2019-10-03T00:03:26.223,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
1280,CVE-2017-0393,"A denial of service vulnerability in libvpx in Mediaserver could enable a remote attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-30436808.",,17-Jan,NULL,2017-01-12T20:59:02.373,2019-10-03T00:03:26.223,MEDIUM,NONE,NONE,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
