CVE,SMR,no_sam,vul_true,SAMSUNG,cwe,cwe_info,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,Month,Year,Date_samsung
CVE-2018-5824,SMR-JUN 2018,False,ll Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, while processing HTT_T2H_MSG_TYPE_RX_FLUSH or HTT_T2H_MSG_TYPE_RX_PN_IND messages, a buffer overflow can occur if the tid value obtained from the firmware is out of range.",,2018-04-03T17:29:01.270,2018-05-11T17:36:37.333,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,06,2018,2018-06-01
CVE-2018-5821,SMR-MAY 2018,False,all Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-125,Out-of-bounds Read,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, in function wma_wow_wakeup_host_event(), wake_info->vdev_id is received from FW and is used directly as array index to access wma->interfaces whose max index should be (max_bssid-1). If wake_info->vdev_id is greater than or equal to max_bssid, an out-of-bounds read occurs.",,2018-04-03T17:29:01.130,2018-05-08T15:50:26.823,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,05,2018,2018-05-01
CVE-2018-5822,SMR-MAY 2018,False,all Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, compromised WLAN FW can potentially cause a buffer overwrite.",,2018-04-03T17:29:01.177,2018-05-08T15:50:19.713,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,05,2018,2018-05-01
CVE-2018-5820,SMR-MAY 2018,False,all Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-190,Integer Overflow or Wraparound,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, in the function wma_tbttoffset_update_event_handler(), a parameter received from firmware is used to allocate memory for a local buffer and is not properly validated. This can potentially result in an integer overflow subsequently leading to a heap overwrite.",,2018-04-03T17:29:01.067,2018-05-08T15:49:51.667,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,05,2018,2018-05-01
CVE-2017-14890,SMR-MAY 2018,False,all Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, in the processing of an SWBA event, the vdev_map value is not properly validated leading to a potential buffer overwrite in function wma_send_bcn_buf_ll().",,2018-04-03T17:29:00.333,2018-05-08T15:43:41.387,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,05,2018,2018-05-01
CVE-2017-13302,SMR-APR 2018,False,-8,,CWE-20,Improper Input Validation,A denial of service vulnerability in the Android system (system ui). Product: Android. Versions: 8.0. Android ID: A-69969749.,8.0,2018-04-04T16:29:01.807,2018-05-08T15:16:25.883,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,04,2018,2018-04-01
CVE-2017-13301,SMR-APR 2018,False,-8,,CWE-20,Improper Input Validation,A denial of service vulnerability in the Android system (system ui). Product: Android. Versions: 8.0. Android ID: A-66498711.,8.0,2018-04-04T16:29:01.743,2018-05-08T15:16:08.977,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,04,2018,2018-04-01
CVE-2017-13300,SMR-APR 2018,False,"(6.0),(6.0.1)",,CWE-20,Improper Input Validation,"A denial of service vulnerability in the Android media framework (libhevc). Product: Android. Versions: 6.0, 6.0.1. Android ID: A-71567394.","6.0, 6.0.1",2018-04-04T16:29:01.697,2018-05-08T15:14:22.717,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,04,2018,2018-04-01
CVE-2017-13299,SMR-APR 2018,False,"(6.0),(6.0.1),(7.0),(7.1.1),(7.1.2),(8.0),(8.1)",,NVD-CWE-noinfo,,"A other vulnerability in the Android media framework (libavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70897394.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T16:29:01.633,2018-05-08T15:14:09.933,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,04,2018,2018-04-01
CVE-2017-13298,SMR-APR 2018,False,"(6.0),(6.0.1),(7.0),(7.1.1),(7.1.2),(8.0),(8.1)",,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"A information disclosure vulnerability in the Android media framework (libhavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-72117051.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T16:29:01.587,2018-05-08T15:13:56.087,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,04,2018,2018-04-01
CVE-2017-13297,SMR-APR 2018,False,"(6.0),(6.0.1),(7.0),(7.1.1),(7.1.2),(8.0),(8.1)",,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"A information disclosure vulnerability in the Android media framework (libhevc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-71766721.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T16:29:01.540,2018-05-08T15:13:38.493,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,04,2018,2018-04-01
CVE-2017-13296,SMR-APR 2018,False,"(6.0),(6.0.1),(7.0),(7.1.1),(7.1.2),(8.0),(8.1)",,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"A information disclosure vulnerability in the Android media framework (libavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70897454.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T16:29:01.493,2018-05-08T15:13:26.397,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,04,2018,2018-04-01
CVE-2017-13295,SMR-SEP 2018,False,"(6.0),(6.0.1),(7.0),(7.1.1),(7.1.2),(8.0),(8.1)",,CWE-20,Improper Input Validation,"A denial of service vulnerability in the Android framework (package installer). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-62537081.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T16:29:01.430,2018-05-08T15:12:59.347,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW,5.3,MEDIUM,09,2018,2018-09-01
CVE-2018-3584,SMR-MAY 2018,False,Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-416,Use After Free,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, a Use After Free condition can occur in the function rmnet_usb_ctrl_init().",,2018-04-03T17:29:00.880,2018-04-25T18:14:08.243,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,05,2018,2018-05-01
CVE-2018-3598,SMR-MAY 2018,False,Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, insufficient validation of parameters from userspace in the camera driver can lead to information leak and out-of-bounds access.",,2018-04-03T17:29:00.973,2018-04-25T18:13:19.947,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,05,2018,2018-05-01
CVE-2018-3599,SMR-MAY 2018,False,Android releases from CAF using the Linux kernel before security patch level 2018-04-05,,CWE-416,Use After Free,"In Qualcomm Android for MSM, Firefox OS for MSM, and QRD Android with all Android releases from CAF using the Linux kernel before security patch level 2018-04-05, while notifying a DCI client, a Use After Free condition can occur.",,2018-04-03T17:29:01.020,2018-04-25T18:12:53.803,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,05,2018,2018-05-01
CVE-2017-14875,SMR-APR 2018,False,,,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In the handler for the ioctl command VIDIOC_MSM_ISP_DUAL_HW_LPM_MODE in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-05-23, a heap overread vulnerability exists.",,2018-03-30T21:29:00.357,2018-04-24T12:55:35.467,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,04,2018,2018-04-01
CVE-2017-14875,SMR-APR 2018,False,,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"In the handler for the ioctl command VIDIOC_MSM_ISP_DUAL_HW_LPM_MODE in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-05-23, a heap overread vulnerability exists.",,2018-03-30T21:29:00.357,2018-04-24T12:55:35.467,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,04,2018,2018-04-01
CVE-2017-15830,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, improper ch_list array index initialization in function sme_set_plm_request() causes potential buffer overflow.",,2018-03-16T22:29:00.507,2018-04-05T14:36:16.770,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15830,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-129,Improper Validation of Array Index,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, improper ch_list array index initialization in function sme_set_plm_request() causes potential buffer overflow.",,2018-03-16T22:29:00.507,2018-04-05T14:36:16.770,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15814,SMR-SEP 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-125,Out-of-bounds Read,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in msm_flash_subdev_do_ioctl of drivers/media/platform/msm/camera_v2/sensor/flash/msm_flash.c, there is a possible out of bounds read if flash_data.cfg_type is CFG_FLASH_INIT due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.",,2018-03-16T22:29:00.460,2018-04-05T14:31:58.750,cvssMetricV30,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,09,2018,2018-09-01
CVE-2017-15814,SMR-SEP 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in msm_flash_subdev_do_ioctl of drivers/media/platform/msm/camera_v2/sensor/flash/msm_flash.c, there is a possible out of bounds read if flash_data.cfg_type is CFG_FLASH_INIT due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.",,2018-03-16T22:29:00.460,2018-04-05T14:31:58.750,cvssMetricV30,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,09,2018,2018-09-01
CVE-2017-11082,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, due to a race condition in a firmware loading routine, a buffer overflow could potentially occur if multiple user space threads try to update the WLAN firmware file through sysfs.",,2018-03-16T22:29:00.303,2018-04-05T13:19:57.693,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2017-11082,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, due to a race condition in a firmware loading routine, a buffer overflow could potentially occur if multiple user space threads try to update the WLAN firmware file through sysfs.",,2018-03-16T22:29:00.303,2018-04-05T13:19:57.693,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2017-14887,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the processing of messages of type eWNI_SME_MODIFY_ADDITIONAL_IES, an integer overflow leading to heap buffer overflow may potentially occur.",,2018-03-16T22:29:00.350,2018-04-05T13:19:13.613,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-14887,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-190,Integer Overflow or Wraparound,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the processing of messages of type eWNI_SME_MODIFY_ADDITIONAL_IES, an integer overflow leading to heap buffer overflow may potentially occur.",,2018-03-16T22:29:00.350,2018-04-05T13:19:13.613,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15833,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, untrusted pointer dereference in update_userspace_power() function in power leads to information exposure.",,2018-03-16T22:29:00.617,2018-04-04T17:47:52.790,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15833,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-476,NULL Pointer Dereference,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, untrusted pointer dereference in update_userspace_power() function in power leads to information exposure.",,2018-03-16T22:29:00.617,2018-04-04T17:47:52.790,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15831,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-190,Integer Overflow or Wraparound,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the function wma_ndp_end_indication_event_handler(), there is no input validation check on a event_info value coming from firmware, which can cause an integer overflow and then leads to potential heap overwrite.",,2018-03-16T22:29:00.570,2018-04-04T17:47:22.837,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15831,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-20,Improper Input Validation,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the function wma_ndp_end_indication_event_handler(), there is no input validation check on a event_info value coming from firmware, which can cause an integer overflow and then leads to potential heap overwrite.",,2018-03-16T22:29:00.570,2018-04-04T17:47:22.837,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-15834,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, race condition in diag_dbgfs_read_dcistats(), while accessing diag_dbgfs_dci_data_index, causes potential heap overflow.",,2018-03-16T22:29:00.663,2018-04-04T17:39:10.500,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2017-15834,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, race condition in diag_dbgfs_read_dcistats(), while accessing diag_dbgfs_dci_data_index, causes potential heap overflow.",,2018-03-16T22:29:00.663,2018-04-04T17:39:10.500,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2017-18062,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, potential buffer overflow can happen when processing UTF event in wma_process_utf_event().",,2018-03-16T22:29:01.350,2018-04-04T17:01:20.713,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2018-3560,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-415,Double Free,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a Double Free vulnerability exists in Audio Driver while opening a sound compression device.",,2018-03-16T22:29:01.523,2018-04-04T13:33:39.543,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2018-3561,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a race condition in diag_ioctl_lsm_deinit() leads to a Use After Free condition.",,2018-03-16T22:29:01.570,2018-04-04T13:33:24.137,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2018-3561,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-416,Use After Free,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a race condition in diag_ioctl_lsm_deinit() leads to a Use After Free condition.",,2018-03-16T22:29:01.570,2018-04-04T13:33:24.137,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,04,2018,2018-04-01
CVE-2017-18066,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-416,Use After Free,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, improper controls in MSM CORE leads to use memory after it is freed in msm_core_ioctl().",,2018-03-16T22:29:01.477,2018-04-04T13:33:02.917,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,04,2018,2018-04-01
CVE-2017-17712,SMR-MAY 2018,False,,,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),The raw_sendmsg() function in net/ipv4/raw.c in the Linux kernel through 4.14.6 has a race condition in inet->hdrincl that leads to uninitialized stack pointer usage; this allows a local user to execute code and gain privileges.,4.14.6,2017-12-16T01:29:00.190,2023-06-21T21:01:22.247,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,05,2018,2018-05-01
CVE-2017-15817,SMR-SEP 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-20,Improper Input Validation,"In all Qualcomm products with Android releases from CAF using the Linux kernel, when an access point sends a challenge text greater than 128 bytes, the host driver is unable to validate this potentially leading to authentication failure.",,2018-02-23T23:29:00.420,2018-03-12T16:44:22.437,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,09,2018,2018-09-01
CVE-2017-14879,SMR-APR 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, by calling an IPA ioctl and searching for routing/filer/hdr rule handle from ipa_idr pointer using ipa_idr_find() function, the wrong structure pointer can be returned resulting in a slab out of bound access in the IPA driver.",,2018-01-10T22:29:00.570,2018-01-26T12:34:00.377,cvssMetricV30,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,04,2018,2018-04-01
CVE-2017-13225,SMR-JUN 2018,False,Android kernel. ,,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,In libMtkOmxVdec.so there is a possible heap buffer overflow. This could lead to a remote elevation of privilege enabling code execution as a privileged process with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-38308024. References: M-ALPS03495789.,,2018-01-12T23:29:02.157,2018-01-25T14:42:54.447,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,06,2018,2018-06-01
CVE-2015-7889,SMR-NOV 2015,False,,,CWE-275,Permission Issues,"The SecEmailComposer/EmailComposer application in the Samsung S6 Edge before the October 2015 MR uses weak permissions for the com.samsung.android.email.intent.action.QUICK_REPLY_BACKGROUND service action, which might allow remote attackers with knowledge of the local email address to obtain sensitive information via a crafted application that sends a crafted intent.",,2017-12-28T02:29:03.377,2018-01-17T18:00:52.303,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,11,2015,2015-11-01
CVE-2017-14896,SMR-MAY 2018,False,"Android MSM, QRD Android, with all android releases from CAF using Linux Kernel",,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, there is a memory allocation without a length field validation in the mobicore driver which can result in an undersize buffer allocation. Ultimately this can result in a kernel memory overwrite.",,2017-12-05T17:29:00.610,2017-12-15T15:41:31.880,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,05,2018,2018-05-01
CVE-2015-7891,SMR-NOV 2015,False,"5.0, 5.1 ",SVE-2015-4598,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"Race condition in the ioctl implementation in the Samsung Graphics 2D driver (aka /dev/fimg2d) in Samsung devices with Android L(5.0/5.1) allows local users to trigger memory errors by leveraging definition of g2d_lock and g2d_unlock lock macros as no-ops, aka SVE-2015-4598.","5.0, 5.1",2017-08-02T19:29:00.553,2017-08-04T16:21:27.627,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,11,2015,2015-11-01
CVE-2016-4032,SMR-MAR 2016,False,All devices,SVE-2016-5301,CWE-284,Improper Access Control,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices do not block AT+USBDEBUG and AT+WIFIVALUE, which allows attackers to modify Android settings by leveraging AT access, aka SVE-2016-5301.",,2017-04-13T16:59:01.237,2017-04-25T15:49:36.043,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,NONE,HIGH,NONE,4.6,MEDIUM,03,2016,2016-03-01
CVE-2016-4030,SMR-MAR 2016,False,All devices,SVE-2016-5301,CWE-284,Improper Access Control,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices have unintended availability of the modem in USB configuration number 2 within the secure lockscreen state, allowing an attacker to make phone calls, send text messages, or issue commands, aka SVE-2016-5301.",,2017-04-13T16:59:01.177,2017-04-25T15:46:12.293,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,03,2016,2016-03-01
CVE-2016-4031,SMR-MAR 2016,False,All devices,SVE-2016-5301,CWE-284,Improper Access Control,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices allow attackers to send AT commands by plugging the device into a Linux host, aka SVE-2016-5301.",,2017-04-13T16:59:01.207,2017-04-25T15:40:07.890,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,03,2016,2016-03-01
CVE-2016-2036,SMR-FEB 2016,False,: All devices using SecNetfilter driver on KK(4.4) or L(5.0/5.1),SVE-2016-5036,CWE-476,NULL Pointer Dereference,"The getURL function in drivers/secfilter/urlparser.c in secfilter in the Samsung kernel for Android on SM-N9005 build N9005XXUGBOB6 (Note 3) and SM-G920F build G920FXXU2COH2 (Galaxy S6) devices allows attackers to trigger a NULL pointer dereference via a ""GET HTTP/1.1"" request, aka SVE-2016-5036.",1.1,2017-04-13T16:59:01.003,2017-04-25T15:32:25.280,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,02,2016,2016-02-01
CVE-2016-9279,SMR-NOV 2016,False, All devices with Exynos 5433/54xx/7420 chipsets,SVE-2016-6853,CWE-416,Use After Free,"Use-after-free vulnerability in the Samsung Exynos fimg2d driver for Android with Exynos 5433, 54xx, or 7420 chipsets allows attackers to obtain sensitive information via unspecified vectors. The Samsung ID is SVE-2016-6853.",,2017-01-18T17:59:01.263,2017-04-25T01:59:00.733,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,11,2016,2016-11-01
