ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date,earliest_version,latest_version
2329,CVE-2023-33034,2023,10,10/5/23,,"A-290060972,,QC-CR#3438425","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/dcfb376d706d85a27a9cdbda43b4701747dafd6f"" rel=""noreferrer",,High,,Audio,,Memory corruption while parsing the ADSP response command.,,2023-10-03T06:15:27.607,2024-04-12T17:17:17.983,CWE-195,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Signed to Unsigned Conversion Error,2023-10-01,,
2330,CVE-2023-33035,2023,10,10/5/23,,"A-290061247,,QC-CR#3438021","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/00dc5c043e24be3e38a93b6a7d17d1a474f713c6"" rel=""noreferrer",,High,,Audio,,Memory corruption while invoking callback function of AFE from ADSP.,,2023-10-03T06:15:27.787,2024-04-12T17:17:18.170,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-10-01,,
2330,CVE-2023-33035,2023,10,10/5/23,,"A-290061247,,QC-CR#3438021","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/00dc5c043e24be3e38a93b6a7d17d1a474f713c6"" rel=""noreferrer",,High,,Audio,,Memory corruption while invoking callback function of AFE from ADSP.,,2023-10-03T06:15:27.787,2024-04-12T17:17:18.170,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-10-01,,
2331,CVE-2023-24855,2023,10,10/5/23,,A-276750662,,,Critical,,Closed-source component,,Memory corruption in Modem while processing security related configuration before AS Security Exchange.,,2023-10-03T06:15:23.950,2024-04-12T17:17:00.080,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2023-10-01,,
2331,CVE-2023-24855,2023,10,10/5/23,,A-276750662,,,Critical,,Closed-source component,,Memory corruption in Modem while processing security related configuration before AS Security Exchange.,,2023-10-03T06:15:23.950,2024-04-12T17:17:00.080,CWE-823,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use of Out-of-range Pointer Offset,2023-10-01,,
2332,CVE-2023-28540,2023,10,10/5/23,,A-276751073,,,Critical,,Closed-source component,,Cryptographic issue in Data Modem due to improper authentication during TLS handshake.,,2023-10-03T06:15:24.370,2024-04-12T17:17:01.300,CWE-287,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE,7.5,HIGH,Improper Authentication,2023-10-01,,
2332,CVE-2023-28540,2023,10,10/5/23,,A-276751073,,,Critical,,Closed-source component,,Cryptographic issue in Data Modem due to improper authentication during TLS handshake.,,2023-10-03T06:15:24.370,2024-04-12T17:17:01.300,CWE-287,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE,7.5,HIGH,Improper Authentication,2023-10-01,,
2333,CVE-2023-33028,2023,10,10/5/23,,A-290060590,,,Critical,,Closed-source component,,Memory corruption in WLAN Firmware while doing a memory copy of pmk cache.,,2023-10-03T06:15:27.103,2024-04-12T17:17:16.987,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2023-10-01,,
2333,CVE-2023-33028,2023,10,10/5/23,,A-290060590,,,Critical,,Closed-source component,,Memory corruption in WLAN Firmware while doing a memory copy of pmk cache.,,2023-10-03T06:15:27.103,2024-04-12T17:17:16.987,CWE-121,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. ",2023-10-01,,
2334,CVE-2023-21673,2023,10,10/5/23,,A-276750698,,,High,,Closed-source component,,Improper Access to the VM resource manager can lead to Memory Corruption.,,2023-10-03T06:15:16.413,2024-04-12T17:16:52.480,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2023-10-01,,
2334,CVE-2023-21673,2023,10,10/5/23,,A-276750698,,,High,,Closed-source component,,Improper Access to the VM resource manager can lead to Memory Corruption.,,2023-10-03T06:15:16.413,2024-04-12T17:16:52.480,CWE-284,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Access Control,2023-10-01,,
2335,CVE-2023-22385,2023,10,10/5/23,,A-276750699,,,High,,Closed-source component,,Memory Corruption in Data Modem while making a MO call or MT VOLTE call.,,2023-10-03T06:15:21.053,2024-04-12T17:16:53.040,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2023-10-01,,
2335,CVE-2023-22385,2023,10,10/5/23,,A-276750699,,,High,,Closed-source component,,Memory Corruption in Data Modem while making a MO call or MT VOLTE call.,,2023-10-03T06:15:21.053,2024-04-12T17:16:53.040,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Over-read,2023-10-01,,
2336,CVE-2023-24843,2023,10,10/5/23,,A-276750762,,,High,,Closed-source component,,Transient DOS in Modem while triggering a camping on an 5G cell.,,2023-10-03T06:15:22.160,2024-04-12T17:16:55.217,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2023-10-01,,
2336,CVE-2023-24843,2023,10,10/5/23,,A-276750762,,,High,,Closed-source component,,Transient DOS in Modem while triggering a camping on an 5G cell.,,2023-10-03T06:15:22.160,2024-04-12T17:16:55.217,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2023-10-01,,
2337,CVE-2023-24844,2023,10,10/5/23,,A-276750872,,,High,,Closed-source component,,Memory Corruption in Core while invoking a call to Access Control core library with hardware protected address range.,,2023-10-03T06:15:22.293,2024-04-12T17:16:55.410,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2023-10-01,,
2337,CVE-2023-24844,2023,10,10/5/23,,A-276750872,,,High,,Closed-source component,,Memory Corruption in Core while invoking a call to Access Control core library with hardware protected address range.,,2023-10-03T06:15:22.293,2024-04-12T17:16:55.410,CWE-284,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Access Control,2023-10-01,,
2338,CVE-2023-24847,2023,10,10/5/23,,A-276751090,,,High,,Closed-source component,,Transient DOS in Modem while allocating DSM items.,,2023-10-03T06:15:22.620,2024-04-12T17:16:55.590,CWE-476,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,NULL Pointer Dereference,2023-10-01,,
2338,CVE-2023-24847,2023,10,10/5/23,,A-276751090,,,High,,Closed-source component,,Transient DOS in Modem while allocating DSM items.,,2023-10-03T06:15:22.620,2024-04-12T17:16:55.590,CWE-476,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,NULL Pointer Dereference,2023-10-01,,
2339,CVE-2023-24848,2023,10,10/5/23,,A-276750995,,,High,,Closed-source component,,Information Disclosure in Data Modem while performing a VoLTE call with an undefined RTCP FB line value.,,2023-10-03T06:15:22.953,2024-04-12T17:16:56.693,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,,2023-10-01,,
2339,CVE-2023-24848,2023,10,10/5/23,,A-276750995,,,High,,Closed-source component,,Information Disclosure in Data Modem while performing a VoLTE call with an undefined RTCP FB line value.,,2023-10-03T06:15:22.953,2024-04-12T17:16:56.693,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Buffer Over-read,2023-10-01,,
2340,CVE-2023-24849,2023,10,10/5/23,,A-276751370,,,High,,Closed-source component,,Information Disclosure in data Modem while parsing an FMTP line in an SDP message.,,2023-10-03T06:15:23.050,2024-04-12T17:16:57.317,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,,2023-10-01,,
2340,CVE-2023-24849,2023,10,10/5/23,,A-276751370,,,High,,Closed-source component,,Information Disclosure in data Modem while parsing an FMTP line in an SDP message.,,2023-10-03T06:15:23.050,2024-04-12T17:16:57.317,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Buffer Over-read,2023-10-01,,
2341,CVE-2023-24850,2023,10,10/5/23,,A-276751108,,,High,,Closed-source component,,Memory Corruption in HLOS while importing a cryptographic key into KeyMaster Trusted Application.,,2023-10-03T06:15:23.360,2024-04-12T17:16:57.893,CWE-129,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2023-10-01,,
2341,CVE-2023-24850,2023,10,10/5/23,,A-276751108,,,High,,Closed-source component,,Memory Corruption in HLOS while importing a cryptographic key into KeyMaster Trusted Application.,,2023-10-03T06:15:23.360,2024-04-12T17:16:57.893,CWE-129,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2023-10-01,,
2342,CVE-2023-24853,2023,10,10/5/23,,A-276751372,,,High,,Closed-source component,,Memory Corruption in HLOS while registering for key provisioning notify.,,2023-10-03T06:15:23.710,2024-04-12T17:16:59.013,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-10-01,,
2342,CVE-2023-24853,2023,10,10/5/23,,A-276751372,,,High,,Closed-source component,,Memory Corruption in HLOS while registering for key provisioning notify.,,2023-10-03T06:15:23.710,2024-04-12T17:16:59.013,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-10-01,,
2343,CVE-2023-33026,2023,10,10/5/23,,A-290061996,,,High,,Closed-source component,,Transient DOS in WLAN Firmware while parsing a NAN management frame.,,2023-10-03T06:15:26.620,2024-04-12T17:17:16.077,CWE-400,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Uncontrolled Resource Consumption,2023-10-01,,
2343,CVE-2023-33026,2023,10,10/5/23,,A-290061996,,,High,,Closed-source component,,Transient DOS in WLAN Firmware while parsing a NAN management frame.,,2023-10-03T06:15:26.620,2024-04-12T17:17:16.077,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read,2023-10-01,,
2344,CVE-2023-33027,2023,10,10/5/23,,A-290061249,,,High,,Closed-source component,,Transient DOS in WLAN Firmware while parsing rsn ies.,,2023-10-03T06:15:26.850,2024-04-12T17:17:16.477,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2023-10-01,,
2344,CVE-2023-33027,2023,10,10/5/23,,A-290061249,,,High,,Closed-source component,,Transient DOS in WLAN Firmware while parsing rsn ies.,,2023-10-03T06:15:26.850,2024-04-12T17:17:16.477,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read,2023-10-01,,
2365,CVE-2022-27406,2023,7,7/1/23,,A-271680254,"https://android.googlesource.com/platform/external/freetype/+/d45f0e49ab54065eb72d92aa3cc5f2152b0910b7"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,FreeType commit 22a0cccb4d9d002f33c1ba7a4b36812c7d4f46b5 was discovered to contain a segmentation violation via the function FT_Request_Size.,,2022-04-22T14:15:09.537,2024-02-29T01:34:23.797,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2023-07-01,11,13
2511,CVE-2023-21111,2023,11,11/1/23,,A-256819769,"https://android.googlesource.com/platform/packages/services/Telecomm/+/77e56baaab063bac6374e0ebe4f3941b91a1ae71"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/d697852919eeb26e161c9a426f89668bd3abb92d"" rel=""noreferrer",DoS,High,"11, 12, 12L, 13",,,"In several functions of PhoneAccountRegistrar.java, there is a possible way to prevent an access to emergency services due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-256819769","Android-11, Android-12, Android-12, Android-13",2023-05-15T22:15:11.950,2023-05-24T00:17:46.907,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2023-11-01,11,13
3240,CVE-2017-9679,2017,8,8/5/17,,"A-35644510,QC-CR#2029409",,ID,Low,,SoC driver,,"In all Qualcomm products with Android releases from CAF using the Linux kernel, if a userspace string is not NULL-terminated, kernel memory contents can leak to system logs.",,2017-08-18T19:29:00.327,2017-08-22T01:24:58.697,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2017-08-01,,
3241,CVE-2017-9680,2017,8,8/5/17,,"A-35764241,QC-CR#2030137",,ID,Low,,SoC driver,,"In all Qualcomm products with Android releases from CAF using the Linux kernel, if a pointer argument coming from userspace is invalid, a driver may use an uninitialized structure to log an error message.",,2017-08-18T19:29:00.357,2017-08-22T01:27:49.157,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2017-08-01,,
3242,CVE-2017-0748,2017,8,8/5/17,,"A-35764875,QC-CR#2029798",,ID,Low,,Audio driver,,An information disclosure vulnerability in the Qualcomm audio driver. Product: Android. Versions: Android Kernel. Android ID: A-35764875. References: QC-CR#2029798.,,2018-04-05T18:29:00.427,2018-04-17T18:46:47.983,CWE-200,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2017-08-01,,
3243,CVE-2017-9681,2017,8,8/5/17,,"A-36386593,QC-CR#2030426",,ID,Low,,Radio driver,,"In Android before 2017-08-05 on Qualcomm MSM, Firefox OS for MSM, QRD Android, and all Android releases from CAF using the Linux kernel, if kernel memory address is passed from userspace through iris_vidioc_s_ext_ctrls ioctl, it will print kernel address data. A user could set it to an arbitrary kernel address, hence information disclosure (for kernel) could occur.",,2018-03-30T15:29:00.667,2018-04-20T18:00:42.713,CWE-200,cvssMetricV30,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,6.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2017-08-01,,
3244,CVE-2017-9693,2017,8,8/5/17,,"A-36817798,QC-CR#2044820",,ID,Low,,Networking driver,,"The length of attribute value for STA_EXT_CAPABILITY in __wlan_hdd_change_station in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-06-06 being less than the actual lenth of StaParams.extn_capability results in a read for extra bytes when a memcpy is done from params->ext_capab to StaParams.extn_capability using the sizeof(StaParams.extn_capability).",,2018-03-30T21:29:01.497,2018-04-25T18:24:17.950,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Improper Restriction of Operations within the Bounds of a Memory Buffer,2017-08-01,,
3245,CVE-2017-9694,2017,8,8/5/17,,"A-36818198,QC-CR#2045470",,ID,Low,,Networking driver,,"While parsing Netlink attributes in QCA_WLAN_VENDOR_ATTR_EXTSCAN_BSSID_HOTLIST_PARAMS_LOST_AP_SAMPLE_SIZE in qcacld 2.0 before 2017-05-16, a buffer overread could occur.",2.0,2018-03-30T21:29:01.557,2019-10-03T00:03:26.223,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2017-08-01,,
3246,CVE-2017-0751,2017,8,8/5/17,,"A-36591162,QC-CR#2045061",,EoP,Low,,QCE driver,,An elevation of privilege vulnerability in the Qualcomm QCE driver. Product: Android. Versions: Android kernel. Android ID: A-36591162. References: QC-CR#2045061.,,2018-04-05T18:29:00.533,2019-10-03T00:03:26.223,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,LOW,LOW,LOW,5.3,MEDIUM,,2017-08-01,,
3247,CVE-2017-9692,2017,8,8/5/17,,"A-36731152,QC-CR#2021707",,DoS,Low,,Graphics driver,,"When an atomic commit is issued on a writeback panel with a NULL output_layer parameter in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-06-03, a NULL pointer dereference may potentially occur.",,2018-03-30T21:29:01.417,2018-04-23T13:01:55.133,CWE-476,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,NULL Pointer Dereference,2017-08-01,,
3490,CVE-2017-0710,2017,7,7/5/17,,A-34951864,,EoP,Moderate,,TCB,,A elevation of privilege vulnerability in the Upstream Linux tcb. Product: Android. Versions: Android kernel. Android ID: A-34951864.,,2017-07-06T20:29:01.910,2019-10-03T00:03:26.223,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,,2017-07-01,,
3977,CVE-2022-20240,2022,12,12/1/22,,A-231496105,"https://android.googlesource.com/platform/frameworks/base/+/61c2d0291bd5b9b39a1d7db7454b3d7c630e7de9"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/cad40dc9b13596b85df5a41b25fc07c0854dc65a"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/530407c903c3b06c6bd0a423937531f95eb116ae"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Wifi/+/bb99dc7a9e5c6b14f672ee12c6e4093803b8b915"" rel=""noreferrer",EoP,High,"12, 12L",,,"In sOpAllowSystemRestrictionBypass of AppOpsManager.java, there is a possible leak of location information due to a missing permission check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-231496105","Android-12, Android-12",2022-12-13T16:15:15.187,2023-08-08T14:21:49.707,CWE-862,cvssMetricV31,LOCAL,LOW,HIGH,NONE,LOW,NONE,NONE,2.3,LOW,Missing Authorization,2022-12-01,12,12
4092,CVE-2022-25375,2022,6,6/5/22,,"A-162326603,","https://android.googlesource.com/kernel/common/+/38ea1eac7d88072bbffb630e2b3db83ca649b826"" rel=""noreferrer",ID,High,,RNDIS driver,,An issue was discovered in drivers/usb/gadget/function/rndis.c in the Linux kernel before 5.16.10. The RNDIS USB gadget lacks validation of the size of the RNDIS_MSG_SET command. Attackers can obtain sensitive information from kernel memory.,5.16.10,2022-02-20T20:15:18.117,2023-08-08T14:22:24.967,CWE-1284,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Improper Validation of Specified Quantity in Input,2022-06-01,,
4762,CVE-2019-19769,2020,9,9/5/20,,"A-150693748,","https://android.googlesource.com/kernel/common/+/dcf23ac3e846ca0cf626c155a0e3fcbbcf4fae8a,https://android.googlesource.com/kernel/common/+/6d390e4b5d48ec03bb87e63cf0a2bff5f4e116da",EoP,High,,Storage subsystem,,"In the Linux kernel 5.3.10, there is a use-after-free (read) in the perf_trace_lock_acquire function (related to include/trace/events/lock.h).",5.3.10,2019-12-12T20:15:17.727,2023-11-07T03:07:47.850,CWE-416,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Use After Free,2020-09-01,,
4955,CVE-2020-10751,2020,8,8/5/20,,"A-155485360,",http://android.googlesource.com/kernel/common/+/fb73974172ff,EoP,High,,SELinux,,"A flaw was found in the Linux kernels SELinux LSM hook implementation before version 5.7, where it incorrectly assumed that an skb would only contain a single netlink message. The hook would incorrectly only validate the first netlink message in the skb and allow or deny the rest of the messages within the skb with the granted permission without further processing.",5.7,2020-05-26T15:15:10.727,2023-02-12T23:39:18.680,CWE-349,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,LOW,NONE,6.1,MEDIUM,Acceptance of Extraneous Untrusted Data With Trusted Data,2020-08-01,,
4955,CVE-2020-10751,2020,8,8/5/20,,"A-155485360,",http://android.googlesource.com/kernel/common/+/fb73974172ff,EoP,High,,SELinux,,"A flaw was found in the Linux kernels SELinux LSM hook implementation before version 5.7, where it incorrectly assumed that an skb would only contain a single netlink message. The hook would incorrectly only validate the first netlink message in the skb and allow or deny the rest of the messages within the skb with the granted permission without further processing.",5.7,2020-05-26T15:15:10.727,2023-02-12T23:39:18.680,CWE-345,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,LOW,NONE,6.1,MEDIUM,Insufficient Verification of Data Authenticity,2020-08-01,,
